question,answer,passage
was the movie arrival based on a book,False,"Arrival is a 2016 American science fiction drama film directed by Denis Villeneuve and written by Eric Heisserer. It is based on the 1998 short story ``Story of Your Life'' by Ted Chiang, and stars Amy Adams, Jeremy Renner, and Forest Whitaker. The film follows a linguist enlisted by the U.S. Army to discover how to communicate with the aliens and why they have arrived on Earth, before tensions lead to war."
can a us citizen hold a british title,True,"In 1810, Democratic--Republican Senator Philip Reed of Maryland introduced a Constitutional amendment modifying the Title of Nobility Clause. Under the terms of this amendment any United States citizen who accepted, claimed, received or retained any title of nobility from a foreign government would be stripped of their U.S. citizenship. After being approved by the Senate on April 27, 1810, by a vote of 19--5 and the House of Representatives on May 1, 1810, by a vote of 87--3, the amendment, titled ``Article Thirteen'', was sent to the state legislatures for ratification. On two occasions between 1812 and 1816 it was within two states of the number needed to become a valid part of the Constitution. As Congress did not set a time limit for its ratification, the amendment is still technically pending before the states. Currently, ratification by an additional 26 states would be necessary for this amendment to be adopted."
is outlook included in microsoft office home and student 2016,True,"New features in the Windows release include the ability to create, open, edit, and save files in the cloud straight from the desktop, a new search tool for commands available in Word, PowerPoint, Excel, Outlook and Access named ``Tell Me'', more ``Send As'' options in Word and PowerPoint, and co-authoring in real time with users connected to Office Online. Other smaller features include Insights, a feature powered by Bing to provide contextual information from the web, a Designer sidebar in PowerPoint to optimize the layout of slides, new chart types and templates in Excel (such as treemap, sunburst chart (also known as a ring chart), waterfall chart, box plot and histogram, and financial and calendar templates), new animations in PowerPoint (such as the Morph transition), the ability to insert online video in OneNote, and a data loss prevention feature in Word, Excel, and PowerPoint."
was a ground rule double ever a home run,True,"In the early years of baseball, all batted balls that cleared the fence after a bounce in fair territory or on a fly were counted as home runs. The rule was changed by the American League prior to the 1930 season and subsequently by the National League on December 12, 1930. Notably, the pre-1930 rule includes most of Babe Ruth's career. Early baseball statistics do not differentiate between home runs that cleared the fence on a bounce compared to those that did not. However, most baseball historians believe that Ruth likely missed out on more home runs that did not count due to other differences in the rules in place during his career compared to the number of home runs he likely hit off bounces."
is it possible to have natural silver hair,True,"Natural hair color can be black, blond, brown, red, or white; all natural hair colors including grey, white and lightest blond, are shades of brown."
are the members of abba married to each other,False,"During the band's active years, the band was composed of two couples: Fältskog and Ulvaeus, and Lyngstad and Andersson. With the increase of their popularity, their personal lives suffered which eventually resulted in the collapse of both marriages. The relationship changes were reflected in the group's music, with later compositions featuring more introspective and dark lyrics."
where was american horror story season 1 filmed,True,"The series is filmed on sets that are an exact replica of the house. Details such as Louis Comfort Tiffany stained glass windows, and hammered bronze light fixtures, were re-created to preserve the look of the house. The house became available for rent on Airbnb for six months, beginning February 2016, before being unlisted."
can i have a maid of honour and chief bridesmaid,False,"The principal bridesmaid, if one is so designated, may be called the chief bridesmaid or maid of honor if she is unmarried, or the matron of honor if she is married. A junior bridesmaid is a girl who is clearly too young to be married, but who is included as an honorary bridesmaid. In the United States, typically only the maid/matron of honor and the best man are the official witnesses for the wedding license."
can african dwarf frogs survive out of water,True,"These frogs are suggested to be kept in a group of two or more due to their social nature. Despite being fully aquatic, the African dwarf frog still needs to be able to reach the surface to breathe. These amphibians are not great swimmers, so water currents should be kept low and deep tanks may pose a challenge to their ability to breathe. In the wild, the Congo forest floods yearly to a depth of 24 inches or more, so any depth less than that will be suitable. They also should be kept in an enclosure with a secure cover to prevent escape and plenty of hiding spaces as in the wild they tend to be prey to a variety of animals and open spaces cause skittish behavior. The frogs eat any smaller fish. The optimum water temperature is 75--82 °F. The pH of the water should be maintained between 6.5 and 7.5. These frogs cannot survive out of water for longer than 20 minutes in low humidity, as they dry out."
has belgium ever won a world cup final,True,"Belgium have appeared in the finals tournament of the FIFA World Cup on 13 occasions, the first being at the first FIFA World Cup in 1930 where they finished in 11th place. The inaugural FIFA World Cup final was officiated by Belgian referee John Langenus."
is it bad to drink squash without water,False,"Citrus fruits (particularly orange, lime and lemon) or a blend of fruits and berries are commonly used as the base of squash."
can there be outliers in a normal distribution,False,"Deletion of outlier data is a controversial practice frowned upon by many scientists and science instructors; while mathematical criteria provide an objective and quantitative method for data rejection, they do not make the practice more scientifically or methodologically sound, especially in small sets or where a normal distribution cannot be assumed. Rejection of outliers is more acceptable in areas of practice where the underlying model of the process being measured and the usual distribution of measurement error are confidently known. An outlier resulting from an instrument reading error may be excluded but it is desirable that the reading is at least verified."
can ear mites from dogs get on humans,True,"Ear mites spread rapidly, and can be transmitted from even brief physical contact with other animals. In pets, ear mites most commonly affect cats, ferrets, and to a lesser extent dogs. Humans can rarely be infected with ear mites. Infected animals have a large amount of crumbly dark brown material in their ears. On close inspection, tiny white mites can be seen in the debris. Ear mites do not burrow as some mites do, but live within the ear canal."
what book of the old testament is considered to have the greatest poetry,True,"The Old Testament is considered one of the most important and influential works of literature in world literature, and has provided inspiration for writers (both religious and secular) throughout subsequent history. In 1886, Friedrich Nietzsche wrote: ``In the Jewish Old Testament, there are men, things and speeches in so grand a style that Greek and Indian literature have nothing to compare to it. One stands with awe and reverence before these tremendous remnants of what man once was... The taste for the Old Testament is a touchstone of ``greatness'' and ``smallness''. To have glued this New Testament, a kind of rococo of taste in every respect, to the Old Testament to form one book... that is perhaps the greatest audacity and sin against the spirit that Europe has on its conscience.''"
the speed limit on some interstate highways is roughly 135 km/h,False,"Speed limits in the United States vary depending on jurisdiction, with 75 to 80 mph (120 to 130 km/h) common in the Western United States and 65 to 75 mph (100 to 120 km/h) common in the Eastern United States. States may also set special speed limits for trucks and night travel along with minimum speed limits. The highest speed limit in the country is 85 mph (140 km/h), which is posted on a single stretch of tollway in rural Texas."
is alaska a part of the continental united states,False,"The contiguous United States or officially the conterminous United States consists of the 48 adjoining U.S. states (plus Washington, D.C.) on the continent of North America. The terms exclude the non-contiguous states of Alaska and Hawaii, and all off-shore insular areas, These differ from the related term continental United States which includes Alaska (also on the North American continent but separated from the 48 states by British Columbia, Canada) but excludes Hawaii and insular territories."
total expenditure in the us is equal to consumption expenditure plus investment,True,"In economics, aggregate expenditure (AE) is a measure of national income. Aggregate expenditure is defined as the current value of all the finished goods and services in the economy. The aggregate expenditure is thus the sum total of all the expenditures undertaken in the economy by the factors during a given time period. It refers to the expenditure incurred on consumer goods, planned investment and the expenditure made by the government in the economy. In an open economy scenario, the aggregate expenditure also includes the difference between the exports and the imports."
does a pie have to have a base,False,"Pies are defined by their crusts. A filled pie (also single-crust or bottom-crust), has pastry lining the baking dish, and the filling is placed on top of the pastry but left open. A top-crust pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking. A two-crust pie has the filling completely enclosed in the pastry shell. Shortcrust pastry is a typical kind of pastry used for pie crusts, but many things can be used, including baking powder biscuits, mashed potatoes, and crumbs."
is john smith still alive in pocahontas 2,True,"In London, John Smith is ambushed by a group of soldiers with a warrant for his arrest and presumed dead in the ensuing confrontation; Governor Ratcliffe has lied to King James (being a personal friend of the King) and framed Smith as the traitor from the first film in a plot to declare war against the Powhatan Nation and get ahold of the gold he still believes them to possess, all while avoiding punishment for his own crimes. In order to prevent this, the King sends a young diplomat, John Rolfe, to bring Chief Powhatan to England for negotiations. In the New World, Pocahontas, Powhatan's daughter, mourns John Smith's death but is eventually able to move on. John Rolfe soon arrives, greeted by English civilians (who by now have settled in Jamestown) and a curious Pocahontas. Rolfe eventually speaks with Powhatan, but he refuses to accompany him to England, so Pocahontas goes in her father's stead, believing that she can bring about peace between the two nations. Powhatan sends a bodyguard, Uttamatomakkin (Uti) to accompany Pocahontas. Rolfe and Pocahontas have a rocky start, but gradually warm up to each other."
is square d and schneider electric the same company,True,"Square D is an American manufacturer of electrical equipment headquartered in Andover, Massachusetts. Square D is a flagship brand of Schneider Electric, which acquired Square D in 1991."
can you tag up on an infield fly,True,"In baseball, to tag up is for a baserunner to retouch or remain on their starting base (the time-of-pitch base) until (after) the ball either lands in fair territory or is first touched by a fielder. By rule, baserunners must tag up when a fly ball is caught in flight by a fielder. After a legal tag up, runners are free to attempt to advance, even if the ball was caught in foul territory. On long fly ball outs, runners can often gain a base; when a runner scores by these means, this is called a sacrifice fly. On short fly balls, runners seldom attempt to advance after tagging up, due to the high risk of being thrown out."
is ace king queen a run in rummy,True,"If a player has three cards of the same suit in a sequence (called a sequence or a run), they may meld by laying these cards, face up, in front of them. If they have at least three cards of the same value, they may meld a group (also called a set or a book). Aces can be played as high or low but not both, for example Q♠ K♠ A♠ and A♠ 2♠ 3♠ are legal, but not K♠ A♠ 2♠ (some variations allow this type of run). Melding is optional. A player may choose, for reasons of strategy, not to meld on a particular turn. The most important reason is to be able to declare ``Rummy'' later in the game.If a run lays in the discard pile, ex: 2,3,and 4, you cannot call rummy without taking all cards below the top card of said run."
does the constitution guarantee the right to vote,True,"Eligibility to vote in the United States is established both through the federal constitution and by state law. Several constitutional amendments (the 15th, 19th, and 26th specifically) require that voting rights cannot be abridged on account of race, color, previous condition of servitude, sex, or age for those above 18; the constitution as originally written did not establish any such rights during 1787--1870. In the absence of a specific federal law or constitutional provision, each state is given considerable discretion to establish qualifications for suffrage and candidacy within its own respective jurisdiction; in addition, states and lower level jurisdictions establish election systems, such as at-large or single member district elections for county councils or school boards."
is cape town a capital of south africa,True,Cape Town (Afrikaans: Kaapstad (ˈkɑːpstat); Xhosa: iKapa) is a coastal city in South Africa. It is the capital and primate city of the Western Cape province. It forms part of the City of Cape Town metropolitan municipality.
does every wounded soldier get a purple heart,True,"The Purple Heart is awarded in the name of the President of the United States to any member of the Armed Forces of the United States who, while serving under competent authority in any capacity with one of the U.S. Armed Services after April 5, 1917, has been wounded or killed. Specific examples of services which warrant the Purple Heart include any action against an enemy of the United States; any action with an opposing armed force of a foreign country in which the Armed Forces of the United States are or have been engaged; while serving with friendly foreign forces engaged in an armed conflict against an opposing armed force in which the United States is not a belligerent party; as a result of an act of any such enemy of opposing armed forces; or as the result of an act of any hostile foreign force. After March 28, 1973, it may be awarded as a result of an international terrorist attack against the United States or a foreign nation friendly to the United States, recognized as such an attack by the Secretary of the Army, or jointly by the Secretaries of the separate armed services concerned if persons from more than one service are wounded in the attack. After March 28, 1973, it may be awarded as a result of military operations while serving outside the territory of the United States as part of a peacekeeping force."
was cheryl blossom in the original archie comics,True,"Cheryl Blossom was introduced in 1982 in Betty and Veronica #320 as a third love interest for Archie Andrews, but she and her twin brother Jason disappeared two years later. One of the reasons she disappeared at first was because she was deemed too sexual for a children's comic."
can you pass your own pawn in sorry,True,"A pawn can jump over any other pawn during its move. However, two pawns cannot occupy the same square; a pawn that lands on a square occupied by another player's pawn ``bumps'' that pawn back to its own Start. Players can not bump their own pawns back to Start; if the only way to complete a move would result in a player bumping his or her own pawn, the player's pawns remain in place and the player loses his or her turn."
can a copyright be renewed once it expires,True,"Copyright renewal has largely lost its significance for works copyrighted in the US in 1964 or after due to the Copyright Renewal Act of 1992. This law removed the requirement that a second term of copyright protection is contingent on a renewal registration. The effect was that any work copyrighted in the US in 1964 or after had a copyright term of 75 years, whether or not a formal copyright renewal was filed. There are some legal reasons for filing such renewal registrations. A further amendment to US copyright law in 1998 extended the total term of protection to 95 years, which now applies to all works copyrighted in 1964 or after."
is percy in the ship of the dead,True,"Magnus Chase receives an ocean survival lesson from Percy Jackson, a Greek demigod who is his cousin Annabeth Chase's boyfriend. The latter advises him, mentioning the possessiveness of sea gods over their weapons. Alex Fierro and Magnus travel to the Chase Mansion, where they recover notes scribbled by Randolph at different points of time. Alex feels that these notes hold the key to defeat Loki. After reaching Valhalla, Magnus summons a ship gifted by his father Frey. Mallory Keen, Halfborn Gunderson, Thomas Jefferson Jr., Samirah Al Abbas and Alex accompany Magnus, while they plan to pick Blitzen and Hearthstone along the way. The crew's talk is heard by the Nine Billow Maidens, who take them to the court of Aegir, where they discover Hearth and Blitz are held prisoner. Aegir's eldest daughter realizes Magnus' identity, from his previous encounter with her mother Ran. Magnus swears by his troth to defeat Loki in a flyting contest and to avenge Aegir's humiliation, but the crew is nevertheless attacked. They escape with the help of Magnus' grandfather Njord. Njord instructs them and tells Magnus that the only way to defeat Loki is by drinking Kvasir's mead. The crew continue on their journey, with Blitz and Hearth travelling separately to retrieve Bolverk's whetstone."
is a teratoma the same as a dermoid cyst,True,"A dermoid cyst is a teratoma of a cystic nature that contains an array of developmentally mature, solid tissues. It frequently consists of skin, hair follicles, and sweat glands, while other commonly found components include clumps of long hair, pockets of sebum, blood, fat, bone, nails, teeth, eyes, cartilage, and thyroid tissue."
is there an age limit to get married,False,"Unlike most Western countries, 18 of the U.S. states do not have a legal minimum age of marriage. Individuals aged 18 have the ability to marry in U.S. states except Nebraska (19) and Mississippi (21). In addition, all states, except Delaware and New Jersey, allow minors to marry in certain circumstances, such as parental consent, judicial consent, pregnancy, or a combination of these situations. Most states allow parties aged 16 and 17 to marry with parental consent alone. In most states, children under 16 can be married too. In the 32 states which have an absolute minimum age set by statute, this age varies between 14 and 18, while in 18 states there is no statutory minimum age if other legal conditions are met. Although in such states there is no set minimum age by statute, the traditional common law minimum age is 14 for boys and 12 for girls - ages which have been confirmed by case law in some states. Over the past 15 years, more than 200,000 minors married in US, and in Tennessee girls as young as 10 were married in 2001, before the state finally set a minimum age of 17 in 2018."
can identical twins be of the opposite gender,True,"Monozygotic twins are genetically nearly identical and they are always the same sex unless there has been a mutation during development. The children of monozygotic twins test genetically as half-siblings (or full siblings, if a pair of monozygotic twins reproduces with another pair or with the same person), rather than first cousins. Identical twins do not have the same fingerprints however, because even within the confines of the womb, the fetuses touch different parts of their environment, giving rise to small variations in their corresponding prints and thus making them unique."
is there a new season of agents of shield,True,"The fifth season began airing on December 1, 2017, and is set to run for 22 episodes on ABC until May 18, 2018."
does jurrassic world fallen kingdom have a post credits scene,False,"In a new U.S. Senate hearing, Dr. Malcolm declares the beginning of a Neo-Jurassic Age where humans and dinosaurs must learn to coexist. The closing scenes show the freed dinosaurs roaming wilderness and outer urban areas."
can you get arrested for toilet papering a house,False,"While few jurisdictions in the United States have statutes specifically against toilet papering, some police departments cite perpetrators on the grounds of littering, trespassing, disorderly conduct, or criminal mischief, especially when the homeowner's property is damaged."
interphase is a phase of mitosis true or false,True,"Interphase is the phase of the cell cycle in which a typical cell spends most of its life. During this phase, the cell copies its DNA in preparation for mitosis. Interphase is the 'daily living' or metabolic phase of the cell, in which the cell obtains nutrients and metabolizes them, grows, reads its DNA, and conducts other ``normal'' cell functions. The majority of eukaryotic cells spend most of their time in interphase. This phase was formerly called the resting phase. However, interphase does not describe a cell that is merely resting; rather, the cell is living, and preparing for later cell division, so the name was changed. A common misconception is that interphase is the first stage of mitosis. However, since mitosis is the division of the nucleus, prophase is actually the first stage."
did the phantom of the opera movie win any awards,True,"Anthony Pratt and Celia Bobak were nominated for the Academy Award for Best Art Direction, as was John Mathieson for Cinematography. However, both categories were awarded to The Aviator. Andrew Lloyd Webber and lyricist Charles Hart were nominated for the Academy Award for Best Original Song (``Learn to Be Lonely'') but lost to ``Al otro lado del río'' from The Motorcycle Diaries. The song was also nominated for the Golden Globe but it lost to Alfie's ``Old Habits Die Hard''. In the same ceremony, Emmy Rossum was nominated for Best Actress in a Motion Picture Musical or Comedy, losing to Annette Bening in Being Julia. At the Saturn Awards, Rossum won for Best Performance by a Younger Actor, while The Phantom of the Opera was nominated for Best Action/Adventure/Thriller Film and Alexandra Byrne was nominated for Costume Design."
is it bring your kid to work day,False,"The last Take Our Daughters And Sons To Work Day occurred on Thursday, April 26, 2018, with more than 37 million Americans at over 3.5 million workplaces participating."
was the sheriff of nottingham a real person,False,"The Sheriff of Nottingham was historically the office responsible for enforcing law and order in Nottingham and bringing criminals to justice. For years the post has been directly appointed by the Lord Mayor of Nottingham and in modern times, with the existence of the police force, the position is entirely ceremonial and sustained to boost tourism due to the legendary connection with the fictional Sheriff of Nottingham in the tales of Robin Hood. However the historical position goes back to Anglo-Saxon times. The office is sometimes confused with that of the High Sheriff of Nottinghamshire (that office had previously existed, from 1068 until 1568, as High Sheriff of Nottinghamshire, Derbyshire and the Royal Forests.)"
was the movie the wizard of oz always in color,True,"Legendary for its use of Technicolor, fantasy storytelling, musical score, and memorable characters, it has become an icon of American popular culture. It was nominated for six Academy Awards, including Best Picture, but lost to Gone with the Wind. It did win in two other categories, including Best Original Song for ``Over the Rainbow'' and Best Original Score by Herbert Stothart. While the film was considered a critical success upon release in August 1939, it failed to make a profit for MGM until the 1949 rerelease, earning only $3,017,000 on a $2,777,000 budget, not including promotional costs, which made it MGM's most expensive production to that time."
is it legal to wear boxers in public,True,"In general, exposure of the head, upper chest, and limbs is legal, and considered socially acceptable except among certain religious communities."
state laws do not have to be approved by the federal government before they become effective,False,"Although the New Jersey Plan only survived three days as an alternate proposal, substantial elements of it were adopted. The articles were ``revised, corrected and enlarged'' for good government and preservation of the Union. The Senate is elected by the states, at first by the state legislatures. Congress passes acts for revenue collected directly in the states, and the rulings of state courts are reviewed by the Supreme Court. State apportionment for taxes failed, but the 'house' is apportioned by the population count of free inhabitants and three-fifths of others originally. States can be added to the Union. Presidents appoint federal judges. Treaties entered into by Congress are the supreme law of the land. All state judiciaries are bound to enforce treaties, state laws notwithstanding. The President can raise an army to enforce treaties in any state. States treat a violation of law in another state as though it happened there."
if a polygon has equal sides does it have equal angles,True,"In Euclidean geometry, a regular polygon is a polygon that is equiangular (all angles are equal in measure) and equilateral (all sides have the same length). Regular polygons may be convex or star. In the limit, a sequence of regular polygons with an increasing number of sides approximates a circle, if the perimeter is fixed, or a regular apeirogon, if the edge length is fixed."
is head loss the same as friction loss,True,"In fluid flow, friction loss (or skin friction) is the loss of pressure or ``head'' that occurs in pipe or duct flow due to the effect of the fluid's viscosity near the surface of the pipe or duct. In mechanical systems such as internal combustion engines, the term refers to the power lost in overcoming the friction between two moving surfaces, a different phenomenon."
was kentucky part of the union in the civil war,False,"Kentucky, being a border state, was among the chief places where the ``Brother against brother'' scenario was prevalent. Kentucky officially declared its neutrality at the beginning of the war, but after a failed attempt by Confederate General Leonidas Polk to take the state of Kentucky for the Confederacy, the legislature petitioned the Union Army for assistance. After early 1862 Kentucky came largely under Union control."
is a vidalia onion the same as a sweet onion,True,"A Vidalia onion (/vɪˈdeɪliə/ or /vaɪˈdeɪliə/) is a sweet onion of certain varieties, grown in a production area defined by law of the U.S. state of Georgia and by the United States Code of Federal Regulations (CFR)."
is the liver part of the gi system,False,"All bilaterians have a gastrointestinal tract, also called a gut or an alimentary canal. This is a tube that transfers food to the organs of digestion. In large bilaterians, the gastrointestinal tract generally also has an exit, the anus, by which the animal disposes of feces (solid wastes). Some small bilaterians have no anus and dispose of solid wastes by other means (for example, through the mouth). The human gastrointestinal tract consists of the esophagus, stomach, and intestines, and is divided into the upper and lower gastrointestinal tracts. The GI tract includes all structures between the mouth and the anus, forming a continuous passageway that includes the main organs of digestion, namely, the stomach, small intestine, and large intestine. However, the complete human digestive system is made up of the gastrointestinal tract plus the accessory organs of digestion (the tongue, salivary glands, pancreas, liver and gallbladder). The tract may also be divided into foregut, midgut, and hindgut, reflecting the embryological origin of each segment. The whole human GI tract is about nine metres (30 feet) long at autopsy. It is considerably shorter in the living body because the intestines, which are tubes of smooth muscle tissue, maintain constant muscle tone in a halfway-tense state but can relax in spots to allow for local distention and peristalsis."
can a judge overturn a jury verdict in a criminal case,False,"A judge is not allowed to enter a JNOV of ``guilty'' following a jury acquittal in United States criminal cases; such an action would violate a defendant's Fifth Amendment right not to be placed in double jeopardy and Sixth Amendment right to a trial by jury. If the judge grants a motion to set aside judgment after the jury convicts, however, this action may be reversed on appeal by the prosecution."
is there a sequel to the amazing spider man,True,"The Amazing Spider-Man 2 (also released as The Amazing Spider-Man 2: Rise of Electro in some markets) is a 2014 American superhero film featuring the Marvel Comics character Spider-Man. The film was directed by Marc Webb and was produced by Avi Arad and Matt Tolmach. It is the fifth theatrical Spider-Man film produced by Columbia Pictures and Marvel Entertainment, and is the sequel to 2012's The Amazing Spider-Man. It is also the second and final film in The Amazing Spider-Man franchise. The studio hired James Vanderbilt to write the screenplay and Alex Kurtzman and Roberto Orci to rewrite it. The film stars Andrew Garfield as Peter Parker / Spider-Man, Emma Stone as Gwen Stacy, Dane DeHaan as Green Goblin / Harry Osborn, Campbell Scott and Embeth Davidtz as Peter's parents, and Sally Field as Aunt May, with the addition of Paul Giamatti as Rhino / Aleksei Sytsevich and Jamie Foxx as Electro / Max Dillon."
are a sheep and a lamb the same,True,"A sheep in its first year is called a lamb, and its meat is also called lamb. The meat of a juvenile sheep older than one year is hogget; outside the USA this is also a term for the living animal. The meat of an adult sheep is mutton, a term only used for the meat, not the living animals. In the Indian subcontinent the term mutton is also used to refer to goat meat."
does a parallelogram have to have equal sides,True,"In Euclidean geometry, a parallelogram is a simple (non-self-intersecting) quadrilateral with two pairs of parallel sides. The opposite or facing sides of a parallelogram are of equal length and the opposite angles of a parallelogram are of equal measure. The congruence of opposite sides and opposite angles is a direct consequence of the Euclidean parallel postulate and neither condition can be proven without appealing to the Euclidean parallel postulate or one of its equivalent formulations."
where do jamie and claire live in america,True,"In the past, Lord William Ellesmere (actually Jamie's son but raised as Lord John Grey's stepson) is involved in the American Revolution as a Redcoat, but is repeatedly embarrassed until the battle of Saratoga, wherein he distinguishes himself. Arch and Murdina Bug go after the gold on Fraser's Ridge, during a confused confrontation Mrs. Bug shoots Jamie when he tells her to stop, and Ian shoots her. Ian feels guilty for killing Mrs. Bug; Arch vows to take his revenge when Ian has 'someone worth losing'. Claire, Jamie, and Ian leave their mountain home for Scotland to see Jenny, Ian, and their children, and also to recover Jamie's printing press. Before they can leave America, they become involved in the Revolutionary war; Jamie accidentally shoots the hat off William's head at Saratoga. A kinsman of Jamie's on the British side, Simon Fraser of Balnain, is killed, and Jamie and Claire are asked to take his body back to Scotland. Before they leave a stranger tries to blackmail Jamie, but Ian kills him. Claire, Jamie and Ian leave for Scotland to bury Jamie's relative and Ian leaves his dog Rollo with a Quaker woman named Rachel Hunter. Jamie, Claire, and Ian reach Scotland, where Ian the elder, husband to Jamie's sister Jenny, and Jamie's best childhood friend, is dying of consumption when they arrive. Ian and Jenny are ecstatic that young Ian has returned; but Jenny is hostile to Claire who is unable to cure Ian. Jamie apologizes to Laoghaire (his second wife) for their separation. Laoghaire's daughter (and Jamie's adopted daughter) Joan requires Laoghaire to marry her lover, a crippled servant, so that she (Joan) can become a nun. A letter from Laoghaire's daughter Marsali reveals that her son Henri-Christian is very ill. In this missive Marsali beseeches Claire's help in treating her son, Henri-Christian. Claire agrees to return to America to treat Henri-Christian stipulating that Laoghaire marry her lover, stop taking alimony from Jamie, and help Joan become a nun."
is ireland playing in the 2018 world cup,True,"The group winners, Serbia, qualified directly for the 2018 FIFA World Cup. The group runners-up, Republic of Ireland, advanced to the play-offs as one of the best 8 runners-up, where they lost to Denmark and thus failed to qualify."
is there going to be a season 2 of the ancient magus bride,False,"The Ancient Magus' Bride (魔法使いの嫁, Mahō Tsukai no Yome) is a Japanese fantasy shōnen manga series written and illustrated by Kore Yamazaki. The series is published in Japan by Mag Garden in its Monthly Comic Garden magazine. The manga is licensed in North America by Seven Seas Entertainment. Wit Studio produced a three-part prequel OVA of the manga and produced an anime television series adaptation that aired from October 2017 to March 2018."
do you get to keep the triple crown trophy,True,"Today the Triple Crown Trophy is a permanent trophy awarded to the winner with information pertaining to each race engraved on corresponding sides. When not on tour during the live running of the royal trio of races, the trophy is on public display at the Kentucky Derby Museum in Louisville, Kentucky."
are all marvel movies in the same universe,True,"The Marvel Cinematic Universe (MCU) is an American media franchise and shared universe that is centered on a series of superhero films, independently produced by Marvel Studios and based on characters that appear in American comic books published by Marvel Comics. The franchise has expanded to include comic books, short films, television series, and digital series. The shared universe, much like the original Marvel Universe in comic books, was established by crossing over common plot elements, settings, cast, and characters. Phil Coulson, portrayed by Clark Gregg, is an original character to the MCU and the only character to appear across all its different media."
is land rover and jaguar the same company,True,"Jaguar Land Rover Automotive PLC is the holding company of Jaguar Land Rover Limited, a British multinational automotive company with its headquarters in Whitley, Coventry, United Kingdom, and a subsidiary of Indian automotive company Tata Motors. The principal activity of Jaguar Land Rover Limited is the design, development, manufacture and sale of vehicles bearing the Jaguar and Land Rover marques. Both marques have long and complex histories prior to their merger -- Jaguar going back to the 1930s and Land Rover to the 1940s -- first coming together in 1968 as part of the ill-fated British Leyland conglomerate, later again independent of each other, and then as subsidiaries of BMW (in the case of Land Rover), and Ford Motor Company (Jaguar). Ford acquired Land Rover from BMW in 2000 following the break-up of the former Rover Group, which was effectively the remainder of the British Leyland car producing companies."
historical cost is always a relevant measure of an asset,True,"In accounting under the traditional historical cost paradigm, historical cost is the original nominal monetary value of an economic item. Historical cost is based on the stable measuring unit assumption. In some circumstances, assets and liabilities may be shown at their historical cost, as if there had been no change in value since the date of acquisition. The balance sheet value of the item may therefore differ from the real value."
is chitty chitty bang bang just a story,True,"Chitty Chitty Bang Bang is a 1968 British musical adventure fantasy film, directed by Ken Hughes and written by Roald Dahl and Hughes, loosely based on Ian Fleming's 1964 novel Chitty-Chitty-Bang-Bang: The Magical Car. The film stars Dick Van Dyke, Sally Ann Howes, Adrian Hall, Heather Ripley, Lionel Jeffries, James Robertson Justice, Robert Helpmann and Gert Fröbe."
is there a difference between xmas and christmas,False,"Xmas is a common abbreviation of the word Christmas. It is sometimes pronounced /ˈɛksməs/, but Xmas, and variants such as Xtemass, originated as handwriting abbreviations for the typical pronunciation /ˈkrɪsməs/. The ``X'' comes from the Greek letter Chi, which is the first letter of the Greek word Χριστός, which in English is ``Christ''. The ``-mas'' part is from the Latin-derived Old English word for Mass."
is a certificate of incorporation the same as articles of incorporation,True,"In the U.S. a certificate of incorporation is usually used as an alternative description of a corporation's articles of incorporation. The certificate of incorporation, or articles of incorporation, form a major constituent part of the constitutional documents of the corporation. In English and Commonwealth legal systems, a certificate of incorporation is usually a simple certificate issued by the relevant government registry as confirmation of the due incorporation and valid existence of the company."
is the palace of auburn hills still standing,True,"The Palace, despite being 29 years old at its closure, is still in top condition as a sporting and concert venue. However, it is located in a northern suburb, relatively far away from the city center, in light of the growing trend of ``walkable urbanism'' where the Pistons want to grow their fanbase. While there have been no official confirmations as of yet, the Palace is expected to be demolished, where it could be redeveloped to accommodate new auto supplier headquarters and research and development parks."
is the head of the epa a cabinet position,True,"The Environmental Protection Agency is an independent agency of the United States federal government for environmental protection. President Richard Nixon proposed the establishment of EPA and it began operation on December 2, 1970, after Nixon signed an executive order. The order establishing the EPA was ratified by committee hearings in the House and Senate. The agency is led by its Administrator, who is appointed by the President and approved by Congress. The current acting Administrator following the resignation of Scott Pruitt is former Deputy Administrator Andrew Wheeler. The EPA is not a Cabinet department, but the Administrator is normally given cabinet rank."
is there a country within the united states,True,"Molossia, also known as the Republic of Molossia, is a claimed micronation in the United States, founded by Kevin Baugh (b. July 30, 1962) and headquartered at his home near Dayton, Nevada. The Republic of Molossia has claimed itself a nation but it is not recognized as a country by the United Nations. On April 16, 2016, Baugh hosted a tour of Molossia, sponsored by the website Atlas Obscura. Kevin Baugh continues to pay property taxes on the land to Storey County (the recognized local government), although he calls it ``foreign aid.'' The land use of the property identified as being within the county is Manufactured Home Converted to Real Property. Kevin Baugh has stated, ``We all want to think we have our own country, but you know the U.S. is a lot bigger''."
did spartacus die at the end of the movie,True,"Meanwhile, Crassus has found Varinia and Spartacus's newborn son and has taken them prisoner. He is disturbed by the idea that Spartacus can command more love and loyalty than he can and hopes to compensate by making Varinia as devoted to him as she was to her former husband. When she rejects him, he furiously seeks out Spartacus (whom he recognizes from having watched him at Batiatus' school) and forces him to fight Antoninus to the death. The survivor is to be crucified, along with all the other men captured after the great battle. Spartacus kills Antoninus to spare him this terrible fate. The incident leaves Crassus worried about Spartacus's potential to live in legend as a martyr. In other matters, he is also worried about Caesar, whom he senses will someday eclipse him."
