question,answer,passage
is the major in ghost in the shell 2,True,"Entering a store on his way home, Batou is then seemingly warned by the Major and shot in the arm by an unseen assailant. Caught in a firefight, Batou nearly kills the store owner in confusion, but is subdued when Ishikawa appears. While having his damaged arm replaced, Batou is informed by Ishikawa that his e-brain was hacked, causing him to shoot himself and attack the store occupants. Ishikawa explains that Batou was hacked to try and cause further scandal following his Yakuza assault in an attempt to stop the Section 9 investigation."
does adele have a baby grey's anatomy,True,"Near the end of the third season, Adele is admitted to the hospital and is discovered to be pregnant (at 52 years old). Though he believes the father to be the man Adele insinuated to be seeing months earlier, Richard stays by Adele's side as she is treated. However, due to complications, she loses the baby. Adele later admits to Richard that the baby, which was a boy, was actually his. At the conclusion of the third season, Richard and Adele decide to give their marriage another try."
did south korea qualify for world cup 2018,True,"At the 2018 FIFA World Cup they were placed in Group F, where they finished in third place with three points. They lost their first game against Sweden 1--0. They then faced Mexico and lost 2--1. In the final group stage match, against the defending champions Germany, South Korea won 2--0, and effectively eliminated Germany from the group stage for the first time in 80 years. Germany had 28 shots with 6 on target, but the South Korean defense, led by keeper Cho Hyun-woo, did not concede once."
is a cpu a input or output device,True,"In computer architecture, the combination of the CPU and main memory, to which the CPU can read or write directly using individual instructions, is considered the brain of a computer. Any transfer of information to or from the CPU/memory combo, for example by reading data from a disk drive, is considered I/O. The CPU and its supporting circuitry may provide memory-mapped I/O that is used in low-level computer programming, such as in the implementation of device drivers, or may provide access to I/O channels. An I/O algorithm is one designed to exploit locality and perform efficiently when exchanging data with a secondary storage device, such as a disk drive."
is melrose place a spin off of 90210,True,"Melrose Place is an American primetime soap opera that aired on Fox from July 8, 1992, to May 24, 1999, for seven seasons. The show follows the lives of a group of young adults living in an apartment complex called Melrose Place, in West Hollywood, California. The show was created by Darren Star for Fox and executive produced by Aaron Spelling for his company, Spelling Television. It was the second series in the Beverly Hills, 90210 franchise. Season one and season two were broadcast on Wednesday at 9 p.m., after Beverly Hills, 90210. In 1994, for its third-season premiere, the show moved to Monday at 8 p.m."
can police use deadly force on a fleeing suspect,True,"Under U.S. law the fleeing felon rule was limited in 1985 to non-lethal force in most cases by Tennessee v. Garner, 471 U.S. 1. The justices held that deadly force ``may not be used unless necessary to prevent the escape and the officer has probable cause to believe that the suspect poses a significant threat of death or serious bodily harm to the officer or others.''"
are pitchers allowed to bat in the american league,True,"In Major League Baseball, the designated hitter is a hitter who does not play a position, but instead fills in the batting order for the pitcher. The DH may only be used for the pitcher (and not any other position player), as stated in Rule 5.11. Use of the DH is optional, but must be determined prior to the start of the game. If a team does not begin a game with a DH, the pitcher (or a pinch-hitter) must bat for the entire game."
cristiano ronaldo has he won a world cup,True,"In Madrid, Ronaldo won 15 trophies, including two La Liga titles, two Copas del Rey, four UEFA Champions League titles, two UEFA Super Cups, and three FIFA Club World Cups. Real Madrid's all-time top goalscorer, Ronaldo scored a record 34 La Liga hat-tricks, including a record-tying eight hat-tricks in the 2014--15 season and is the only player to reach 30 goals in six consecutive La Liga seasons. After joining Madrid, Ronaldo finished runner-up for the Ballon d'Or three times, behind Lionel Messi, his perceived career rival, before winning back-to-back Ballons d'Or in 2013 and 2014. After winning the 2016 and 2017 Champions Leagues, Ronaldo secured back-to-back Ballons d'Or again in 2016 and 2017. A historic third consecutive Champions League followed, making Ronaldo the first player to win the trophy five times. In 2018, he signed for Juventus in a transfer worth €100 million, the highest fee ever paid for a player over 30 years old, and the highest ever paid by an Italian club."
does black panther and storm have a child,False,"After 90% of the mutants of the world lose their powers, Storm leaves the X-Men to go to Africa; rekindles her relationship with T'Challa, now a superhero known as Black Panther; marries him; and becomes the queen of the kingdom of Wakanda and joins the new Fantastic Four alongside her husband when Reed and Sue take a vacation. On a mission in space, the Watcher told Black Panther and Storm that their children would have a special destiny. Upon Reed and Sue's return to the Fantastic Four, Storm and the Black Panther leave, with Storm returning to the Uncanny X-Men to help out with events in Messiah Complex. After joining with the X-Men again, Storm is confronted by Cyclops over her position as an X-Man and a Queen. Cyclops reminds her that she made him choose between family and duty before, and she needs to make the same decision. Storm reacts by returning to Wakanda to face a despondent Black Panther, with the two seemingly falling out with each other, although it is later revealed that the Black Panther has been possessed by the Shadow King. After incapacitating the possessed T'Challa, Storm battled Cyclops, who had been mentally enthralled by the Shadow King to kill the other X-Men. After being forced to drive him out by striking Cyclops through the chest with a massive lightning bolt, the Shadow King then took control of Storm, only to be devoured in vengeance by Bast, the Panther God, who had agreed to hide inside of Storm's mind in order to take revenge on the Shadow King for possessing T'Challa."
did the st. louis blues make the stanley cup playoffs,False,"The team is named after the famous W.C. Handy song ``Saint Louis Blues.'' The franchise was founded in 1967 as an expansion team during the league's 1967 NHL Expansion, which expanded the league from six teams to twelve. The Blues are the oldest active NHL team never to have won the Stanley Cup, although they played in the Stanley Cup Finals three times in 1968, 1969 and 1970."
is it legal to own an airsoft gun in malaysia,True,"Airsoft guns are not classified as real weapon counterparts but airsoft is illegal to own, import, manufacture, and sell without a permit, which is very hard and expensive to get."
will there be a new friday the 13th,True,"On January 27, 2017, it was reported that the reboot's working title was Friday the 13th: Part 13, Platinum Dunes was looking for someone to play a young Jason Voorhees, and production would begin in March 2017, slated for a Friday, October 13, 2017 release date. On February 6, 2017, it was announced that Paramount officially canceled the project due to the low box office grosses of Rings, and Paramount assigned the October 13, 2017 release date to its upcoming film, Mother!. On October 10, 2017, Shannon and Swift revealed the title of their proposed sequel, Friday The 13th: Camp Blood -- The Death of Jason Voorhees. The rights to the franchise are slated to revert to New Line/Warner Bros. in 2018. However, Victor Miller, who wrote the original Friday the 13th screenplay, asserted that Horror Inc. derived its current copyright to the screenplay from Miller's transfer of copyright to Horror Inc.'s predecessor-in-interest, the Manny Company. Miller sent a Notice of Termination to Horror Inc. on January 26, 2016, purportedly reclaiming his rights to the screenplay and the content contained therein through termination of the transfer of rights he had formerly made to the Manny Company."
do the new smash controllers work on gamecube,True,"The Super Smash Bros. edition controller was released in 2014, in conjunction with the release of Super Smash Bros. for Wii U. The controller features a metallic silver Super Smash Bros. logo surrounded by flames instead of the Nintendo GameCube logo. It comes in standard black worldwide, although a white version was released in Japan only. These controllers have much longer cables than the original controllers. Along with the release of the controller, Nintendo released a GameCube controller adapter for the Wii U. The adapter supports four GameCube controllers, and all original pads are supported. A second adapter can be hooked up to a console, allowing up to eight players to use a GameCube controller. The adapter is only officially compatible with Super Smash Bros. for Wii U; no other games allow its use, although some homebrew software is compatible with the adapter and allows it to be used on other games."
will a three way bulb work in any lamp,True,"The center contact of the bulb typically connects to the medium-power filament, and the ring connects to the low-power filament. Thus, if a 3-way bulb is screwed into a standard light socket that has only a center contact, only the medium-power filament operates. In the case of the 50 W / 100 W / 150 W bulb, putting this bulb in a regular lamp socket will result in it behaving like a normal 100W bulb."
is american money worth more than mexican money,False,"The Mexican peso is the currency (ISO 4217: MXN; symbol: $). One peso is divided into 100 centavos (cents). MXN replaced MXP in 1993 at a rate of 1000 MXP per 1 MXN. The exchanged rate remained stable between 1998 and 2006, oscillating between 10.20 and 11=3.50 MXN per US$, recently the Mexican peso parity took a hit under president Enrique Peña Nieto, lost in a single year 19.87% of its value and is currently at $20.37 (2017). Interest rates in 2007 were situated at around 7 percent, having reached a historic low in 2002 below 5 percent. Inflation rates are also at historic lows; the inflation rate in Mexico in 2006 was 4.1 percent, and 3 percent by the end of 2007. Compared against the US Dollar, Mexican Peso has devalued over %7,500 since 1910."
does disney world change the haunted mansion for christmas,True,"Haunted Mansion Holiday, also known as Haunted Mansion Holiday Nightmare, is a seasonal overlay of the Haunted Mansion attraction at Disneyland and Tokyo Disneyland that blends the settings and characters of the original Haunted Mansion with those of Tim Burton's 1993 film The Nightmare Before Christmas. Taking inspiration from ``The Night Before Christmas'', the attraction retells the story of Jack Skellington (as ``Sandy Claws'') visiting the Haunted Mansion on Christmas Eve, leaving holiday chaos in his wake."
do you have to have consent to record a conversation,True,"Telephone tapping is strictly regulated in many countries, ``especially in all developed democracies, to safeguard the privacy of telephone users.'' Telephone tapping often must be authorized by a court, and is normally only approved when evidence shows it is not possible to detect criminal or subversive activity in less intrusive ways; often the law and regulations require that the crime investigated must be at least of a certain severity. In many jurisdictions however, permission for telephone tapping is easily obtained on a routine basis without further investigation by the court or other entity granting such permission. Illegal or unauthorized telephone tapping is often a criminal offense. However, in certain jurisdictions such as Germany, criminal courts may accept illegally recorded phone calls without the other party's consent as evidence."
can a haiku have more than 3 lines,True,"Some translators of Japanese poetry have noted that about 12 syllables in English approximate the duration of 17 Japanese on. Also in translations four lines is more appropriate for the colloquialism of the language and is closest to natural conversational rhythm, necessary to carry the weight of the hokku"
does the a team ever get a pardon,True,"As the television ratings of The A-Team fell dramatically during the fourth season, the format was changed for the show's final season in 1986--87 in a bid to win back viewers. After years on the run from the authorities, the A-Team is finally apprehended by the military. General Hunt Stockwell, a mysterious CIA operative played by Robert Vaughn, propositions them to work for him, whereupon he will arrange for their pardons upon successful completion of several suicide missions. In order to do so, the A-Team must first escape from their captivity. With the help of a new character, Frankie ``Dishpan Man'' Santana, Stockwell fakes their deaths before a military firing squad. The new status of the A-Team, no longer working for themselves, remained for the duration of the fifth season while Eddie Velez and Robert Vaughn received star billing along with the principal cast. The missions that the team had to perform in season five were somewhat reminiscent of Mission: Impossible, and based more around political espionage than beating local thugs, also usually taking place in foreign countries, including successfully overthrowing an island dictator, the rescue of a scientist from East Germany, and recovering top secret Star Wars defense information from Soviet hands. These changes proved unsuccessful with viewers, however, and ratings continued to decline. Only 13 episodes aired in the fifth season. In what was supposed to be the final episode, ``The Grey Team'' (although ``Without Reservations'' was broadcast on NBC as the last first-run episode in March 1987), Hannibal, after being misled by Stockwell one time too many, tells him that the team will no longer work for him. At the end, the team discusses what they were going to do if they get their pardon, and it is implied that they would continue doing what they were doing as the A-Team. The character of Howling Mad Murdock can be seen in the final scene wearing a T-shirt that says, ``Fini''."
can you hand pass a goal in gaelic football,True,"Players advance the football, a spherical leather ball, up the field with a combination of carrying, bouncing, kicking, hand-passing, and soloing (dropping the ball and then toe-kicking the ball upward into the hands). In the game, two types of scores are possible: points and goals. A point is awarded for kicking or hand-passing the ball over the crossbar, signalled by the umpire raising a white flag. A goal is awarded for kicking the ball under the crossbar into the net, signalled by the umpire raising a green flag. Positions in Gaelic football are similar to that in other football codes, and comprise one goalkeeper, six backs, two midfielders, and six forwards, with a variable number of substitutes."
is the mastoid part of the middle ear,True,"The mastoid antrum (tympanic antrum, antrum mastoideum, Valsalva's antrum) is an air space in the petrous portion of the temporal bone, communicating posteriorly with the mastoid cells and anteriorly with the epitympanic recess of the middle ear via the aditus to mastoid antrum (entrance to the mastoid antrum). These air spaces function as sound receptors, provide voice resonance, act as acoustic insulation and dissipation, provide protection from physical damage and reduce the mass of the cranium. The roof is formed by the tegmen antri which is a continuation of the tegmen tympani and separates it from the middle cranial fossa. The lateral wall of the antrum is formed by a plate of bone which is an average of 1.5 cm in adults. The mastoid air cell system is a major contributor to middle ear inflammatory diseases."
do you get to keep the zonk prizes on let's make a deal,True,"Though usually considered joke prizes, traders legally win the Zonks. However, after the taping of the show, any trader who had been Zonked is offered a consolation prize (currently $100) instead of having to take home the actual Zonk. This is partly because some of the Zonks are impractical or physically impossible to receive or deliver to the traders (such as live animals or the guy in an animal costume), or the props are owned by the studio. A disclaimer at the end of the credits of later 1970s episodes read ``Some traders accept reasonable duplicates of Zonk prizes.'' Starting in the 2012--13 season, CBS invited viewers to provide Zonk ideas to producers. At the end of the season, the Zonk declared the most creative was worth $2,500 to the winner, and other viewers' Zonk ideas were also used. For every viewer-developed Zonk, the host announced the viewer who provided the Zonk. The contest has been continued throughout the past several seasons after its 2012 introduction."
can the president terminate a treaty without senate approval,True,"A sole-executive agreement can only be negotiated and entered into through the president's authority (1) in foreign policy, (2) as commander-in-chief of the armed forces, (3) from a prior act of Congress, or (4) from a prior treaty. Agreements beyond these competencies must have the approval of Congress (for congressional-executive agreements) or the Senate (for treaties)."
can you jump off the golden gate bridge and live,True,"The four-second fall from the Golden Gate Bridge sends a person plunging 245 feet (75 m) at 75 miles per hour (121 km/h) to hit the waters of the San Francisco Bay ``with the force of a speeding truck meeting a concrete building.'' Jumping off the bridge holds a 98 percent fatality rate; As of 2005, it is estimated that 26 people have survived after jumping. Some die instantly from internal injuries, while others drown or die of hypothermia. The Golden Gate bridge's death toll has since been surpassed only by the Nanjing Yangtze River Bridge in China. In 2013, 118 potential jumpers were talked down from their attempt and did not jump."
is the capital of assam dispur to guwahati,True,Dispur /dɪsˈpʊər/ ( pronunciation (help info)) is the capital of the state of Assam in India.
did they use the same voice actors in incredibles 2,False,"Incredibles 2 is a 2018 American 3D computer-animated superhero film produced by Pixar Animation Studios and released by Walt Disney Pictures. Written and directed by Brad Bird, it is the sequel to 2004's The Incredibles and second installment of the franchise. The plot picks up directly after the events of the first film and follows the Parr family as they balance regaining the public's trust of superheroes with their civilian family life, only to combat a new foe who seeks to turn the populace against all supers. The voice cast includes Craig T. Nelson, Holly Hunter, Sarah Vowell and Samuel L. Jackson, who reprise their roles from the first film, while newcomers to the cast include Huckleberry Milner (replacing Spencer Fox), Bob Odenkirk, Catherine Keener and Jonathan Banks (replacing Bud Luckey). The film's score was composed by Michael Giacchino, who had worked on the music for the previous film."
are all the members of zz top still alive,True,"ZZ Top /ˈziːziːtɒp/ is an American rock band formed in 1969 in Houston, Texas. The band has, since 1970, consisted of bassist and vocalist Dusty Hill, guitarist and lead vocalist Billy Gibbons (the band's leader, main lyricist and musical arranger), and drummer Frank Beard. ``As genuine roots musicians, they have few peers'', according to former musician, critic and collector Michael ``Cub'' Koda. ``Gibbons is one of America's finest blues guitarists working in the arena rock idiom (...) while Hill and Beard provide the ultimate rhythm section support.''"
is hydraulic oil and hydraulic fluid the same thing,True,"Anti-wear (AW) hydraulic oils are made from a petroleum base fluid and commonly contain the anti-wear additive Zinc dialkyldithiophosphate (ZDDP). This additive works to protect the hydraulic pump. They come in multiple viscosity grades that have varying applications. For example, AW 46 hydraulic oils can be used to operate the hydraulic systems in off-road equipment such as dump trucks, excavators, and backhoes, while AW 32 hydraulic oils may be more suitable for colder weather applications like in a snow plow's pump."
are mangoes and peaches in the same family,True,"Some flowering plants that produce drupes are coffee, jujube, mango, olive, most palms (including date, sabal, coconut and oil palms), pistachio, white sapote, cashew, and all members of the genus Prunus, including the almond (in which the mesocarp is somewhat leathery), apricot, cherry, damson, nectarine, peach, and plum."
can birds fly if their wings are clipped,True,"A 'light' symmetrical wing-clip will allow a bird to fly down and land safely while indoors. However such a clip may not prevent the bird from flying when outdoors, since lift is generated in proportion to wind speed. Many escaped birds which are recovered are found to have been clipped. So, while a light clip allows downward flight indoors, it does not prevent a bird gaining lift if it should escape outdoors. Conversely, a more severe clip will certainly render a bird flightless, but it increases the risk of injury if the bird falls and hits a hard surface. In addition to the physical effects of wing-clipping, there can be adverse behavioural effects. Birds use flight as an instinctive reflex action and as their first means of escaping any threat: they take to the air to fly upwards and away from the source of the threat; their fear then dissipates. Where this behaviour is prevented by wing-clipping, this innate reflex action is denied the bird, and its fear will not subside. This may cause behavioural problems for the afflicted bird. When a bird needs to reduce its speed during flight, it employs a 'reverse thrust' action by extending its wing at the wrist joint and using the drag of its primaries as air brakes. While the reduced function of the clipped bird's primaries prevent propulsion and therefore lift, this also reduces braking abilities, so clipped birds may crash-land at higher speeds than full-winged birds. Clipped birds should not be taken outdoors unrestrained, as even clipped birds have been known to fly away when spooked outdoors."
are the adjacent sides of a parallelogram equal,True,"In Euclidean geometry, a parallelogram is a simple (non-self-intersecting) quadrilateral with two pairs of parallel sides. The opposite or facing sides of a parallelogram are of equal length and the opposite angles of a parallelogram are of equal measure. The congruence of opposite sides and opposite angles is a direct consequence of the Euclidean parallel postulate and neither condition can be proven without appealing to the Euclidean parallel postulate or one of its equivalent formulations."
is a square prism the same as a cuboid,True,"The square cuboid, square box, or right square prism (also ambiguously called square prism) is a special case of the cuboid in which at least two faces are squares. It has Schläfli symbol (4) × ( ), and its symmetry is doubled from (2,2) to (4,2), order 16."
the number of valence electrons in an atom of an element is equal to the group number,True,"The number of valence electrons of an element can be determined by the periodic table group (vertical column) in which the element is categorized. With the exception of groups 3--12 (the transition metals), the units digit of the group number identifies how many valence electrons are associated with a neutral atom of an element listed under that particular column."
do i have to use arc fault breakers,True,"AFCI breakers have been required for circuits feeding electrical outlets in residential bedrooms by the electrical codes of Canada and the United States since the beginning of the 21st century; the U.S. National Electrical Code has required them to protect most residential outlets since 2014, and the Canadian Electrical Code has since 2015. In parts of the world using 230 V, where the higher voltage implies lower currents, specifically Western Europe and the UK, adoption is slower, and their use is optional, except in high risk cases."
can you buy wine in indiana on sunday,True,"Effective July 4, 2010, beer sold in microbreweries may be sold on Sundays pursuant to Senate Bill 75. The sales must take place where the brewing is done. However, off-site sales may take place in trade shows and similar back door events. The sales limit is two cases per person, or 576 ounces."
is there a new series of the goldbergs,True,ABC renewed The Goldbergs for its fifth and sixth seasons in May 2017.
is there a water ride at alton towers,False,The Flume was a Log Flume at Alton Towers in Staffordshire. It opened in 1981 and was rethemed in 2004 coinciding with its sponsorship by Imperial Leather. The ride was a bath time themed log flume with three drops. It was the longest log flume attraction in the world at the time of opening. The attraction closed in 2015 and was removed a year later for the area's redevelopment into the Wicker Man rollercoaster.
is google pay send the same as google wallet,True,"Google Pay Send (formerly Google Wallet) is a peer-to-peer payments service developed by Google that allows people to send and receive money from a mobile device or desktop computer at no cost to either sender or receiver. When set up, a Google Pay account must be linked to an existing debit card or bank account in the United States or United Kingdom. Google Pay Send can be used through the Google Pay Send app and Gmail. The app is available for Android devices running Android 4.0 and above, and for iOS devices running iOS 7.0 and above."
was green acres a spin off of petticoat junction,True,"Petticoat Junction is an American sitcom that originally aired on CBS from September 1963 to April 1970. The series takes place at the Shady Rest Hotel, which is run by Kate Bradley, her three daughters Billie Jo, Bobbie Jo, and Betty Jo, and her uncle Joe Carson. The series is one of three interrelated shows about rural characters produced by Paul Henning. Petticoat Junction was created upon the success of Henning's previous rural/urban-themed sitcom The Beverly Hillbillies (1962--1971). The success of Petticoat Junction led to a spin-off, Green Acres (1965--1971). Petticoat Junction was produced by Wayfilms (a joint venture of Filmways Television and Pen-Ten Productions)."
was the movie arrival based on a book,False,"Arrival is a 2016 American science fiction drama film directed by Denis Villeneuve and written by Eric Heisserer. It is based on the 1998 short story ``Story of Your Life'' by Ted Chiang, and stars Amy Adams, Jeremy Renner, and Forest Whitaker. The film follows a linguist enlisted by the U.S. Army to discover how to communicate with the aliens and why they have arrived on Earth, before tensions lead to war."
can a us citizen hold a british title,True,"In 1810, Democratic--Republican Senator Philip Reed of Maryland introduced a Constitutional amendment modifying the Title of Nobility Clause. Under the terms of this amendment any United States citizen who accepted, claimed, received or retained any title of nobility from a foreign government would be stripped of their U.S. citizenship. After being approved by the Senate on April 27, 1810, by a vote of 19--5 and the House of Representatives on May 1, 1810, by a vote of 87--3, the amendment, titled ``Article Thirteen'', was sent to the state legislatures for ratification. On two occasions between 1812 and 1816 it was within two states of the number needed to become a valid part of the Constitution. As Congress did not set a time limit for its ratification, the amendment is still technically pending before the states. Currently, ratification by an additional 26 states would be necessary for this amendment to be adopted."
is there such a thing as a blue rose,True,"A blue rose is a flower of the genus Rosa (family Rosaceae) that presents blue-to-violet pigmentation instead of the more common red, white, or yellow. Blue roses are often portrayed in literature and art as symbols of love, prosperity, or immortality. However, because of genetic limitations, they do not exist in nature. In 2004 researchers used genetic modification to create roses that contain the blue pigment delphinidin."
do you have to provide id to police in north carolina,False,"``Stop and identify'' statutes are statutory laws in the United States that authorize police to legally obtain the identification of someone whom they reasonably suspect of having committed a crime. If there is no reasonable suspicion that a crime has been committed, is being committed, or is about to be committed, an individual is not required to provide identification, even in ``Stop and ID'' states."
is outlook included in microsoft office home and student 2016,True,"New features in the Windows release include the ability to create, open, edit, and save files in the cloud straight from the desktop, a new search tool for commands available in Word, PowerPoint, Excel, Outlook and Access named ``Tell Me'', more ``Send As'' options in Word and PowerPoint, and co-authoring in real time with users connected to Office Online. Other smaller features include Insights, a feature powered by Bing to provide contextual information from the web, a Designer sidebar in PowerPoint to optimize the layout of slides, new chart types and templates in Excel (such as treemap, sunburst chart (also known as a ring chart), waterfall chart, box plot and histogram, and financial and calendar templates), new animations in PowerPoint (such as the Morph transition), the ability to insert online video in OneNote, and a data loss prevention feature in Word, Excel, and PowerPoint."
was a ground rule double ever a home run,True,"In the early years of baseball, all batted balls that cleared the fence after a bounce in fair territory or on a fly were counted as home runs. The rule was changed by the American League prior to the 1930 season and subsequently by the National League on December 12, 1930. Notably, the pre-1930 rule includes most of Babe Ruth's career. Early baseball statistics do not differentiate between home runs that cleared the fence on a bounce compared to those that did not. However, most baseball historians believe that Ruth likely missed out on more home runs that did not count due to other differences in the rules in place during his career compared to the number of home runs he likely hit off bounces."
is it possible to have natural silver hair,True,"Natural hair color can be black, blond, brown, red, or white; all natural hair colors including grey, white and lightest blond, are shades of brown."
where was american horror story season 1 filmed,True,"The series is filmed on sets that are an exact replica of the house. Details such as Louis Comfort Tiffany stained glass windows, and hammered bronze light fixtures, were re-created to preserve the look of the house. The house became available for rent on Airbnb for six months, beginning February 2016, before being unlisted."
can african dwarf frogs survive out of water,True,"These frogs are suggested to be kept in a group of two or more due to their social nature. Despite being fully aquatic, the African dwarf frog still needs to be able to reach the surface to breathe. These amphibians are not great swimmers, so water currents should be kept low and deep tanks may pose a challenge to their ability to breathe. In the wild, the Congo forest floods yearly to a depth of 24 inches or more, so any depth less than that will be suitable. They also should be kept in an enclosure with a secure cover to prevent escape and plenty of hiding spaces as in the wild they tend to be prey to a variety of animals and open spaces cause skittish behavior. The frogs eat any smaller fish. The optimum water temperature is 75--82 °F. The pH of the water should be maintained between 6.5 and 7.5. These frogs cannot survive out of water for longer than 20 minutes in low humidity, as they dry out."
has belgium ever won a world cup final,True,"Belgium have appeared in the finals tournament of the FIFA World Cup on 13 occasions, the first being at the first FIFA World Cup in 1930 where they finished in 11th place. The inaugural FIFA World Cup final was officiated by Belgian referee John Langenus."
can there be outliers in a normal distribution,False,"Deletion of outlier data is a controversial practice frowned upon by many scientists and science instructors; while mathematical criteria provide an objective and quantitative method for data rejection, they do not make the practice more scientifically or methodologically sound, especially in small sets or where a normal distribution cannot be assumed. Rejection of outliers is more acceptable in areas of practice where the underlying model of the process being measured and the usual distribution of measurement error are confidently known. An outlier resulting from an instrument reading error may be excluded but it is desirable that the reading is at least verified."
is it legal to place sports bets online,True,"Sports bettors place their wagers either legally, through a bookmaker/sportsbook, or illegally through privately run enterprises referred to as ``bookies''. The term ``book'' is a reference to the books used by wagebrokers to track wagers, payouts, and debts. Many legal sportsbooks are found online, operated over the Internet from jurisdictions separate from the clients they serve, usually to get around various gambling laws (such as the Unlawful Internet Gambling Enforcement Act of 2006 in the United States) in select markets, such as Las Vegas, Nevada, or on gambling cruises through self-serve kiosks. They take bets ``up-front'', meaning the bettor must pay the sportsbook before placing the bet. Illegal bookies, due to the nature of their business, can operate literally anywhere but only require money from losing bettors and don't require the wagered money up front, creating the possibility of debt to the bookie from the bettor. This creates a number of other criminal elements, thus furthering their illegality."
can ear mites from dogs get on humans,True,"Ear mites spread rapidly, and can be transmitted from even brief physical contact with other animals. In pets, ear mites most commonly affect cats, ferrets, and to a lesser extent dogs. Humans can rarely be infected with ear mites. Infected animals have a large amount of crumbly dark brown material in their ears. On close inspection, tiny white mites can be seen in the debris. Ear mites do not burrow as some mites do, but live within the ear canal."
is alaska a part of the continental united states,False,"The contiguous United States or officially the conterminous United States consists of the 48 adjoining U.S. states (plus Washington, D.C.) on the continent of North America. The terms exclude the non-contiguous states of Alaska and Hawaii, and all off-shore insular areas, These differ from the related term continental United States which includes Alaska (also on the North American continent but separated from the 48 states by British Columbia, Canada) but excludes Hawaii and insular territories."
total expenditure in the us is equal to consumption expenditure plus investment,True,"In economics, aggregate expenditure (AE) is a measure of national income. Aggregate expenditure is defined as the current value of all the finished goods and services in the economy. The aggregate expenditure is thus the sum total of all the expenditures undertaken in the economy by the factors during a given time period. It refers to the expenditure incurred on consumer goods, planned investment and the expenditure made by the government in the economy. In an open economy scenario, the aggregate expenditure also includes the difference between the exports and the imports."
does a pie have to have a base,False,"Pies are defined by their crusts. A filled pie (also single-crust or bottom-crust), has pastry lining the baking dish, and the filling is placed on top of the pastry but left open. A top-crust pie has the filling in the bottom of the dish and is covered with a pastry or other covering before baking. A two-crust pie has the filling completely enclosed in the pastry shell. Shortcrust pastry is a typical kind of pastry used for pie crusts, but many things can be used, including baking powder biscuits, mashed potatoes, and crumbs."
is john smith still alive in pocahontas 2,True,"In London, John Smith is ambushed by a group of soldiers with a warrant for his arrest and presumed dead in the ensuing confrontation; Governor Ratcliffe has lied to King James (being a personal friend of the King) and framed Smith as the traitor from the first film in a plot to declare war against the Powhatan Nation and get ahold of the gold he still believes them to possess, all while avoiding punishment for his own crimes. In order to prevent this, the King sends a young diplomat, John Rolfe, to bring Chief Powhatan to England for negotiations. In the New World, Pocahontas, Powhatan's daughter, mourns John Smith's death but is eventually able to move on. John Rolfe soon arrives, greeted by English civilians (who by now have settled in Jamestown) and a curious Pocahontas. Rolfe eventually speaks with Powhatan, but he refuses to accompany him to England, so Pocahontas goes in her father's stead, believing that she can bring about peace between the two nations. Powhatan sends a bodyguard, Uttamatomakkin (Uti) to accompany Pocahontas. Rolfe and Pocahontas have a rocky start, but gradually warm up to each other."
is square d and schneider electric the same company,True,"Square D is an American manufacturer of electrical equipment headquartered in Andover, Massachusetts. Square D is a flagship brand of Schneider Electric, which acquired Square D in 1991."
does shorvori die in dil se dil tak,True,"Parth-Shorvori along with the entire Bhanushali family redouble their efforts to take care of Teni and the perspective child. However, Indu (Vaishnavi Mahant), Parth's mother, starts criticizing Shorvori,for lying about her pregnancy to the family. Shorvori feels distressed and goes on to misunderstand Parth's growing relationship with Teni upon noticing Parth and Teni in few random situations. Shorvori makes a stern request, following which Parth stays away from Teni and even refuses to talk to her. Now with the two people closest to her acting distant and aloof, Teni feels neglected and interacts with Parth ragarding the matter as Shorvori walks in and spotting them together, she lashes out at Parth for breaking his promise and accuses him of cheating on her and takes the drastic decision of leaving the house, ending her relationship with Parth. Later, Teni gets to know that Shorvori has brain tumour and is going to die soon. She just pretended as if she misunderstood Parth and Teni to earn their hatred. She forbids Teni from informing Parth about her condition and wants Teni to be the woman for Parth after her death. Shorvori continues her drama to make Parth and family members hate her, but in vain. Teni decides to help her out in her drama as finally, Shorvori sends divorce papers to Parth and even gets him arrested for one night. The family turns against Shorvori as they now believe that Parth should forget Shorvori and marry Teni instead. The entire family supports Teni when she decides to leave the house with the unborn child as Parth had declined her marriage proposal. Parth begins to suspect Shorvori's true intentions and asks Teni to make Shorvori sign the divorce papers in his presence as a condition for marrying Teni. Shorvori calls Teni talk in private, but meets with an accident as her car's brakes fail and it crashes into a tree. Teni witnesses the accident but fails to rescue Shorvori as the car goes up in flames, killing Shorvori!"
can you tag up on an infield fly,True,"In baseball, to tag up is for a baserunner to retouch or remain on their starting base (the time-of-pitch base) until (after) the ball either lands in fair territory or is first touched by a fielder. By rule, baserunners must tag up when a fly ball is caught in flight by a fielder. After a legal tag up, runners are free to attempt to advance, even if the ball was caught in foul territory. On long fly ball outs, runners can often gain a base; when a runner scores by these means, this is called a sacrifice fly. On short fly balls, runners seldom attempt to advance after tagging up, due to the high risk of being thrown out."
