q_number,passage,question,actual_answer,ensemble_pred,phi_pred,mistral_pred,llama_pred,gpt4o_mini_pred,gpt41_mini_pred
5235,"In a simple case such as an object resting upon a table, the normal force on the object is equal but in opposite direction to the gravitational force applied on the object (or the weight of the object), that is, N = m g (\displaystyle N=mg) , where m is mass, and g is the gravitational field strength (about 9.81 m/s on Earth). The normal force here represents the force applied by the table against the object that prevents it from sinking through the table and requires that the table is sturdy enough to deliver this normal force without breaking. However, it is easy to assume that the normal force and weight are action-reaction force pairs (a common mistake). In this case, the normal force and weight need to be equal in magnitude to explain why there is no upward acceleration of the object. For example, a ball that bounces upwards accelerates upwards because the normal force acting on the ball is larger in magnitude than the weight of the ball.",is the normal force equal to the force of gravity,True,False,True,False,True,False,False
5259,Dispur /dɪsˈpʊər/ ( pronunciation (help info)) is the capital of the state of Assam in India.,is the capital of assam dispur to guwahati,True,True,True,True,True,False,True
5273,"The Total Drama series is the original series of the greater Total Drama franchise, which consists of five seasons that have aired during a timeframe of seven years: the first season, Total Drama Island, the second season, Total Drama Action, the third season, Total Drama World Tour, the fourth season, Total Drama: Revenge of the Island, and the fifth season, titled as both Total Drama All-Stars and Total Drama: Pahkitew Island. The latest installment premiered on July 7, 2014, in the United States and September 4, 2014, in Canada. A spin-off series based on the main series, The Ridonculous Race, was produced shortly after the fifth season was aired. A prequel series, titled Total DramaRama is currently in production which is scheduled to be released in October 2018.",is there going to be another season of total drama,False,False,False,False,False,False,True
5281,"Emily Fitch is a fictional character in the television series Skins, played by Kathryn Prescott. She is introduced in the third series. Her twin sister Katie is played by Kathryn's real-life twin Megan Prescott.",are emily and katie from skins really twins,True,True,False,True,True,True,True
5282,"Petticoat Junction is an American sitcom that originally aired on CBS from September 1963 to April 1970. The series takes place at the Shady Rest Hotel, which is run by Kate Bradley, her three daughters Billie Jo, Bobbie Jo, and Betty Jo, and her uncle Joe Carson. The series is one of three interrelated shows about rural characters produced by Paul Henning. Petticoat Junction was created upon the success of Henning's previous rural/urban-themed sitcom The Beverly Hillbillies (1962--1971). The success of Petticoat Junction led to a spin-off, Green Acres (1965--1971). Petticoat Junction was produced by Wayfilms (a joint venture of Filmways Television and Pen-Ten Productions).",was green acres a spin off of petticoat junction,True,True,False,True,True,False,True
5283,"Star vs. the Forces of Evil typically follows a format of two 11-minutes long independent ``segments'' per episode, with individual writing and directing credits for each, although it occasionally opts for a single, 22-minutes long story instead. The first episode aired on January 18, 2015 on Disney Channel as a special preview, becoming the most-watched animated series debut in Disney XD's history; the first season subsequently officially premiered on Disney XD on March 30, 2015. The third season started on July 15, 2017 and concluded on April 7, 2018. On February 28, 2017, the series was officially renewed for a fourth season. Nearly a year after the renewal, it was announced that the show would be moving to Disney Channel for its fourth season.",has star vs the forces of evil ended,False,False,False,False,False,True,False
5287,"The film stars Daniel Radcliffe as Harry Potter, alongside Rupert Grint and Emma Watson as Harry's best friends Ron Weasley and Hermione Granger. It is the sequel to Harry Potter and the Order of the Phoenix and is followed by Harry Potter and the Deathly Hallows -- Part 1. Filming began on 24 September 2007, leading to the film's worldwide cinematic release on 15 July 2009, one day short of the fourth anniversary of the corresponding novel's release. The film was simultaneously released in regular cinemas and IMAX 3D everywhere except North America, where its IMAX release was delayed for two weeks.",is the half blood prince in 2 parts,False,False,False,False,False,False,False
5343,"Cheryl Blossom was introduced in 1982 in Betty and Veronica #320 as a third love interest for Archie Andrews, but she and her twin brother Jason disappeared two years later. One of the reasons she disappeared at first was because she was deemed too sexual for a children's comic.",was cheryl blossom in the original archie comics,True,True,False,True,False,True,True
5349,"A dermoid cyst is a teratoma of a cystic nature that contains an array of developmentally mature, solid tissues. It frequently consists of skin, hair follicles, and sweat glands, while other commonly found components include clumps of long hair, pockets of sebum, blood, fat, bone, nails, teeth, eyes, cartilage, and thyroid tissue.",is a teratoma the same as a dermoid cyst,True,False,True,False,False,False,False
5352,"Skipping in England and Wales may qualify as theft within the Theft Act 1968 or as common-law theft in Scotland, though there is very little enforcement in practice.",is it illegal to dumpster dive in the uk,True,False,False,False,False,True,False
5376,"The producers Andrew Form and Bradley Fuller said they initially planned not to provide on-screen subtitles for sign-language dialogue with ``context clues,'' but realized that for the scene in which the deaf daughter and her hearing father argue about the modified hearing aid, subtitles were necessary. The producers subsequently added subtitles for all sign-language dialogue in the film. Producer Brad Fuller said, ``And I think once you put one subtitle in, you subtitle the whole movie. You don't take liberties like, 'Oh they probably know what I love you is, but we don't subtitle it.' It's just gonna live everywhere and that's the world we live by.''",does a quite place have subtitles for the sign language,True,True,True,True,True,True,False
5378,"In general, exposure of the head, upper chest, and limbs is legal, and considered socially acceptable except among certain religious communities.",is it legal to wear boxers in public,True,False,True,False,True,False,False
5410,"Jaguar Land Rover Automotive PLC is the holding company of Jaguar Land Rover Limited, a British multinational automotive company with its headquarters in Whitley, Coventry, United Kingdom, and a subsidiary of Indian automotive company Tata Motors. The principal activity of Jaguar Land Rover Limited is the design, development, manufacture and sale of vehicles bearing the Jaguar and Land Rover marques. Both marques have long and complex histories prior to their merger -- Jaguar going back to the 1930s and Land Rover to the 1940s -- first coming together in 1968 as part of the ill-fated British Leyland conglomerate, later again independent of each other, and then as subsidiaries of BMW (in the case of Land Rover), and Ford Motor Company (Jaguar). Ford acquired Land Rover from BMW in 2000 following the break-up of the former Rover Group, which was effectively the remainder of the British Leyland car producing companies.",is land rover and jaguar the same company,True,False,True,False,False,False,True
5411,"The series provided a spark to Johnny Depp's nascent acting career, garnering him national recognition as a teen idol. Depp found this status irritating, but he continued on the series under his contract and was paid $45,000 per episode. Eventually he was released from his contract after the fourth season.",did johnny depp play in 21 jump street,True,True,True,False,False,True,True
5414,"Doctor is an academic title that originates from the Latin word of the same spelling and meaning. The word is originally an agentive noun of the Latin verb docēre (dɔˈkeːrɛ) 'to teach'. It has been used as an academic title in Europe since the 13th century, when the first Doctorates were awarded at the University of Bologna and the University of Paris. Having become established in European universities, this usage spread around the world. Contracted ``Dr'' or ``Dr.'', it is used as a designation for a person who has obtained a Doctorate (e.g. PhD). In many parts of the world it is also used by medical practitioners, regardless of whether or not they hold a doctoral-level degree.",is everyone with a phd called a doctor,True,True,True,False,False,True,True
5427,"The Fairmont New Orleans was damaged during Hurricane Katrina August, 2005 and closed indefinitely. While some repair work was done, work was suspended in an incomplete state in March 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated.",is there a fairmont hotel in new orleans,False,False,True,False,True,False,False
5433,"Filming took place from February to July 2017 in the United Kingdom and Hawaii. Produced and distributed by Universal Pictures, Fallen Kingdom premiered in Madrid on May 21, 2018, and was released in the United States on June 22, 2018. The film has grossed over $1.2 billion worldwide, making it the third Jurassic film to pass the mark, the third highest-grossing film of 2018 and the 16th highest-grossing film of all time. It received mixed reviews from critics, who praised Pratt's performance, Bayona's direction, the visuals, the ``surprisingly dark moments'' and the inclusion of new dinosaurs, although many criticized the screenplay and felt the film added nothing new to the franchise, with some suggesting it had run its course. An untitled sequel is set to be released on June 11, 2021, with Trevorrow returning to direct.",is there a new jurassic park film out,True,False,False,False,False,False,True
5447,"The third season of the American web television series Daredevil, which is based on the Marvel Comics character of the same name, follows Matt Murdock / Daredevil, a blind lawyer-by-day who fights crime at night. It is set in the Marvel Cinematic Universe (MCU), sharing continuity with the films and other television series of the franchise. The season is produced by Marvel Television in association with ABC Studios, with Erik Oleson serving as showrunner, and series creator Drew Goddard acting as consultant.",will there be a series 3 of daredevil,True,True,True,True,True,True,True
5471,"The Toads usually play assisting roles in the Mario franchise and its action games, such as Toadsworth introduced in Super Mario Sunshine and the Toad Brigade association in Super Mario Galaxy. Despite this, Toads also play the role as heroes in some games. Such a case included the 2 Toads (yellow and blue) who were featured as playable characters along with Mario and Luigi in New Super Mario Bros. Wii. The 2 Toads (yellow and blue) return as playable characters later on in New Super Mario Bros. U as well as New Super Luigi U. Toad himself (in a blue palette in reference to his original sprite from Super Mario Bros. 2) returns as one of the playable characters in Super Mario 3D World. The Wii U title Captain Toad: Treasure Tracker cast Captain Toad into the spotlight; thus, marking it as the first game in 20 years since Wario's Woods to have a Toad as the main star as well as the first title to have Toad as the titular character.",are toad and captain toad the same person,True,False,True,False,False,True,False
5481,"The major railway bridge described in the novel and film didn't actually cross the river known at the time as the Kwai. However, in 1943 a railway bridge was built by Allied POWs over the Mae Klong river -- renamed as a result of the film Khwae Yai in the 1960s -- at Tha Ma Kham, five kilometres from Kanchanaburi, Thailand. Boulle had never been to the bridge. He knew that the railway ran parallel to the Kwae for many miles, and he therefore assumed that it was the Kwae which it crossed just north of Kanchanaburi. This was an incorrect assumption. The destruction of the bridge as depicted in the film is also entirely fictional. In fact, two bridges were built: a temporary wooden bridge and a permanent steel/concrete bridge a few months later. Both bridges were used for two years, until they were destroyed by Allied bombing. The steel bridge was repaired and is still in use today.",is the bridge on the river kwai still there,True,False,True,False,True,False,False
5483,"Saint Anthony Falls or the Falls of Saint Anthony, located northeast of downtown Minneapolis, Minnesota, was the only natural major waterfall on the Upper Mississippi River. The natural falls were replaced by a concrete overflow spillway (also called an ``apron'') after it partially collapsed in 1869. Later, in the 1950s and 1960s, a series of locks and dams was constructed to extend navigation to points upstream.",is there a waterfall in the mississippi river,False,False,False,False,False,True,True
5489,"The episode fast-forwards one year and shows Doug and Carrie with their two small children in their living room. Arthur comes in with a suitcase, announcing that ``it didn't work out.''",do they have a baby in king of queens,True,True,True,True,False,True,True
5494,"The Swiss army has long been a militia trained and structured to rapidly respond against foreign aggression. Swiss males grow up expecting to undergo basic military training, usually at age 20 in the recruit school, the basic-training camp, after which Swiss men remain part of the ``militia'' in reserve capacity until age 30 (age 34 for officers).",does switzerland train every citizen to use a gun,False,True,True,False,True,False,True
5497,Angular frequency (or angular speed) is the magnitude of the vector quantity angular velocity. The term angular frequency vector ω → (\displaystyle (\vec (\omega ))) is sometimes used as a synonym for the vector quantity angular velocity.,is angular velocity the same as angular frequency,False,True,True,True,True,False,False
5516,"As of 2017, Pakistan International Airlines (PIA) operates a twice a week Non-stop Flight from Lahore to Delhi. No Indian air carrier operates between the two countries. But for the Delhi to Lahore flight, tickets cannot be booked online. To book tickets, proper permission is needed from both the Indian Government and the Pakistani Government.",are there any flights from india to pakistan,True,True,False,False,True,True,True
5520,"Non-dairy creamers or coffee whiteners are liquid or granular substances intended to substitute for milk or cream as an additive to coffee, tea, hot chocolate or other beverages. They do not contain lactose and therefore are commonly described as not being dairy products, although many contain casein, a milk-derived protein. Dry granular products do not need to be refrigerated and can be used and stored in locations which do not have a refrigerator. Liquid non-dairy creamers should be tightly capped and refrigerated after opening. Some non-dairy creamers contain sweeteners and flavours, such as vanilla, hazelnut or Irish cream. As with other processed food products, low calorie and low fat versions are available for non-dairy creamers.",does non dairy creamer need to be refrigerated,False,True,True,True,False,True,True
5526,"The Geographic South Pole is located on the continent of Antarctica (although this has not been the case for all of Earth's history because of continental drift). It sits atop a featureless, barren, windswept and icy plateau at an altitude of 2,835 metres (9,301 ft) above sea level, and is located about 1,300 km (800 mi) from the nearest open sea at Bay of Whales. The ice is estimated to be about 2,700 metres (9,000 ft) thick at the Pole, so the land surface under the ice sheet is actually near sea level.",is there any land at the south pole,True,False,True,False,False,False,True
5530,"Nit (nt) is a non-SI name also used for this unit (1 nt = 1 cd/m). The term nit is believed to come from the Latin word nitere, to shine.",is cd/m2 the same as nits,True,True,True,True,True,False,False
5533,"On September 29, 2015, Justin Bieber announced in an interview with Australia's Sunrise morning show that British singer and songwriter Ed Sheeran had written a song for his then-upcoming album. Later, during an interview for Capital FM, Bieber revealed details about the song, saying: ``It's just me and a guitar. Basically that's how I started, playing on the street with a guitar.'' About Sheeran, he said: ``I think he's one of the most talented writers in the game right now, so just to have his input and his stories and our stories and match them up together and say 'What have you been through?,' and telling the same story.'' In another interview for the same radio network, he commented about the collaboration, stating: ``It was a process. Just getting us together, you know, in the same room cause we did a lot of it separate. He is a good guy, super talented. Really good songwriter so just to be able to work with that calibre of songwriter was really, really awesome.'' In 2017, Sheeran revealed that ``Love Yourself'' was written for his album ÷. He said in an interview that the track would have been scrapped before Bieber took the song.",did ed sheeran write love yourself for justin,False,True,True,True,False,False,True
5584,"Flashbacks reveal that his wife (Salli Richardson) and daughter (Willow Smith) died in a helicopter accident during the chaotic evacuation of Manhattan, prior to the military-enforced quarantine of the island in 2009, when Neville stayed behind on the island as military personnel. Neville's only mitigation for his loneliness is his German Shepherd named Samantha, a.k.a. Sam (given to him by his daughter as a puppy to protect him before she died in the helicopter crash), interaction with mannequins he has set up as patrons at a video store, and recordings of old television broadcasts. At night, he barricades himself and Sam inside his heavily fortified Washington Square Park home to hide from the Darkseekers. One day, while waiting for survivors, Sam follows a deer into a dark building. Neville cautiously goes in after her and finds the deer's corpse along with Sam, but the building is infested by a colony of Darkseekers. Both manage to escape unharmed and the attacking Darkseekers are killed by the sunlight.",did willow smith play in i am legend,True,True,True,True,False,True,True
5588,"For movie use, specially designed blank-firing firearms are often used, which increases the margin of safety as they cannot be loaded with live ammunition. 5-in-1 blanks are specifically made for theatrical use and are commonly used in real firearms for dramatic effect. 5-in-1 blanks can function in a variety of different calibres, hence the name.",can i fire blanks in a real gun,True,True,True,True,False,True,True
5600,"In this season, standbys are used to portray the character, including Katie A. Keane in the photographs for the episode ``Call Waiting''. She is revealed to have been kidnapped by The Company, and is said in ``Good Fences'' to have been murdered in response to a failed rescue attempt. She was decapitated and her head was sent to Lincoln Burrows in a box. Michael swears to avenge her death.",is sara dead in prison break season 3,True,True,False,True,True,True,False
5604,"Adam changes the way he runs the kitchen. He listens to Helene and Max's input, and is more supportive of David. When the real Michelin reviewers come to the Langham, he works with the other chefs, especially Helene, to serve a superb meal and receive their third star. The film ends with Adam finally sharing a meal with his cooks and a few laughs.",did he get the michelin star in burnt,True,True,True,True,True,True,True
5627,"In the ``law'' of diminishing marginal returns, the marginal product initially increases when more of an input (say labor) is employed, keeping the other input (say capital) constant. Here, labor is the variable input and capital is the fixed input (in a hypothetical two-inputs model). As more and more of variable input (labor) is employed, marginal product starts to fall. Finally, after a certain point, the marginal product becomes negative, implying that the additional unit of labor has decreased the output, rather than increasing it. The reason behind this is the diminishing marginal productivity of labor.",can the marginal product of capital be negative,True,False,False,False,False,True,False
5638,"Archie Comics trademarked the term 'Bughead', the name created by fans of the relationship between Betty and Jughead in both comics and the CW Riverdale. Betty and Jughead are canon, romantically, so far only in the 'Riverdale' universe, though Archie Comics has introduced their sleuthing relationship and subsequent ship name (#bughead) into their run of Riverdale comics.",were jughead and betty together in the comics,False,False,True,True,False,False,False
5639,"The first golden goal recorded was on 13 March 1993 by Australia against Uruguay in a quarter-final match of the World Youth Championship. The first major tournament final to be decided by such a goal was the 1995 Football League Trophy, where Birmingham City beat Carlisle United 1--0, with a goal from Paul Tait, followed by the 1996 European Championship final, won by Germany over the Czech Republic. The golden goal in this final was scored by Oliver Bierhoff. The first golden goal in World Cup history took place in 1998, as Laurent Blanc scored to enable France to defeat Paraguay in the Round of 16.",is it golden goal in extra time world cup,True,True,True,True,False,True,True
5642,"Congress has the power to overturn an executive order by passing legislation that invalidates it. Congress can also refuse to provide funding necessary to carry out certain policy measures contained with the order or to legitimize policy mechanisms. In the case of the former, the president retains the power to veto such a decision; however, the Congress may override a veto with a two-thirds majority to end an executive order. It has been argued that a congressional override of an executive order is a nearly impossible event, due to the supermajority vote required and the fact that such a vote leaves individual lawmakers vulnerable to political criticism.",can the president make an executive order without congress,False,True,True,False,False,True,True
5654,"Some benign tumors need no treatment; others may be removed if they cause problems such as seizures, discomfort or cosmetic concerns. Surgery is usually the most effective approach and is used to treat most benign tumors. In some case other treatments may be of use. Adenomas of the rectum may be treated with sclerotherapy, a treatment in which chemicals are used to shrink blood vessels in order to cut off the blood supply. Most benign tumors do not respond to chemotherapy or radiation therapy, although there are exceptions; benign intercranial tumors are sometimes treated with radiation therapy and chemotherapy under certain circumstances. Radiation can also be used to treat hemangiomas in the rectum. Benign skin tumors are usually surgically resected but other treatments such as cryotherapy, curettage, electrodesiccation, laser therapy, dermabrasion, chemical peels and topical medication are used.",can chemo be used for non cancerous tumors,True,True,True,False,False,True,True
5694,"Ice Breakers manufactures and sells several mint and chewing gum products including, cool mints, peppermint chews and soft, cube-shaped gum that it has branded as Ice Cubes. In 2003, Ice Breakers launched Liquid Ice, a liquid filled mint. An advertising and PR campaign that centered around Jessica Simpson was also launched to promote the product. In 2004, the company released its dual-pack gum and mints. Later that year, Ice Breakers signed Hilary and Haylie Duff as the brand's spokeswomen. The company has also sponsored athletes including NASCAR driver Kevin Harvick and the U.S. Ski and Snowboard Association (USSA).",do they still make ice breakers liquid ice,True,False,,True,True,False,False
5720,"The tongue map or taste map is a common misconception that different sections of the tongue are exclusively responsible for different basic tastes. It is illustrated with a schematic map of the tongue, with certain parts of the tongue labeled for each taste. Although widely taught in schools, this was scientifically disproven by later research; all taste sensations come from all regions of the tongue, although different parts are more sensitive to certain tastes.",do you taste with different parts of your tongue,False,True,True,True,False,False,True
5725,"A mule is the offspring of a male donkey (jack) and a female horse (mare). Horses and donkeys are different species, with different numbers of chromosomes. Of the two F1 hybrids (first generation hybrids) between these two species, a mule is easier to obtain than a hinny, which is the offspring of a female donkey (jenny) and a male horse (stallion).",is a mule a donkey and a horse,True,True,True,True,False,True,True
5735,"Glucose syrup, also known as confectioner's glucose, is a syrup made from the hydrolysis of starch. Glucose is a sugar. Maize (corn) is commonly used as the source of the starch in the US, in which case the syrup is called ``corn syrup'', but glucose syrup is also made from potatoes and wheat, and less often from barley, rice and cassava.",are liquid glucose and corn syrup the same,True,False,True,False,False,False,False
5740,"Instituted by Coach Tressel in 2001, at the conclusion of all home games the coaches, players and cheerleaders gather in the south end zone next to the marching band to sing the university's alma mater, Carmen Ohio, to the student section.",does ohio state football sing after every game,True,True,True,True,True,True,False
5754,"In the United States, beverages containing less than 0.5% alcohol by volume (ABV) were legally called non-alcoholic, according to the now-defunct Volstead Act. Because of its very low alcohol content, non-alcoholic beer may be legally sold to minors in many American states.",is there an age limit to buy non alcoholic beer,False,False,True,False,False,True,False
5758,"The Gulf of Tonkin Resolution, passed in 1964, authorized U.S. President Lyndon B. Johnson to use military force in Southeast Asia. The Resolution was repealed in 1971, however, and President Richard M. Nixon cited his power as commander-in-chief of U.S. forces under Article Two of the United States Constitution as legal authority for operations in Vietnam. No formal declaration of war was ever made, a violation of the US Constitution according to many.",was there congressional approval for the vietnam war,False,True,True,False,False,True,True
5769,"Huntington's disease (HD), also known as Huntington's chorea, is an inherited disorder that results in death of brain cells. The earliest symptoms are often subtle problems with mood or mental abilities. A general lack of coordination and an unsteady gait often follow. As the disease advances, uncoordinated, jerky body movements become more apparent. Physical abilities gradually worsen until coordinated movement becomes difficult and the person is unable to talk. Mental abilities generally decline into dementia. The specific symptoms vary somewhat between people. Symptoms usually begin between 30 and 50 years of age, but can start at any age. The disease may develop earlier in life in each successive generation. About eight percent of cases start before the age of 20 years and typically present with symptoms more similar to Parkinson's disease. People with HD often underestimate the degree of their problems.",is there a difference between huntington's disease and huntington's chorea,False,True,True,True,True,False,False
5771,"They use the long flight to sort out their problems and remain together. After getting baby Ming-Mei from the adoption agency, Carrie finds out that she is pregnant. She is scared about the changes to come, but Doug is optimistic that they will be able to handle it together.",did they have a baby on king of queens,True,True,True,True,True,True,False
5789,"The Golden Dome was the last thing to be finished, with the iron framework, the panels and the columns supporting the dome, being added during the summer of 1882 and the dome itself was finished in September. The statue of Mary atop the dome weighs 4,400 pounds and stands 18 feet 7 inches tall. It was a gift from the sisters, students, and alumnae of adjacent Saint Mary's College, Notre Dame's sister school. It replicates the pose of the statue of Mary on the Column of the Immaculate Conception in Piazza di Spagna in Rome, erected under Pius IX. It was designed by Chicago artist Giovanni Meli. The statue arrived on campus in July 1880 to replace the one that was destroyed in the fire. The cast-iron statue sat on the rebuilt front porch of the new Main Building for two years while the new dome was completed. The $1 million rebuilding project had left the University in debt. University founder Rev. Edward Sorin, C.S.C., wanted to gild the dome in real gold, but the Holy Cross community's Council of Administration for Notre Dame deemed it too great an extravagance. The standoff lasted into 1886, when Father Sorin used his position as superior general of the community to name himself to the committee and asked to be its chairman. He then refused to come to the meetings so that the other members could not legally conduct its business, even moving to temporary quarters at Saint Mary's and refusing to return. When University business halted, the committee relented and Father Sorin got his Golden Dome and statue. The first project cost $2,000, while the 10th gilding of the dome in 2005 cost $300,000.",is the golden dome at notre dame real gold,True,False,False,False,False,True,True
5792,"Additionally, several other actors reprise their MCU roles: Danai Gurira as Okoye, the head of the Dora Milaje; Letitia Wright as T'Challa's sister Shuri; William Hurt as Thaddeus Ross, the U.S. Secretary of State; Kerry Condon as the voice of Stark's A.I. F.R.I.D.A.Y.; Winston Duke as M'Baku, the leader of Wakanda's mountain tribe the Jabari; Florence Kasumba as Ayo, a member of the Dora Milaje; Jacob Batalon as Parker's friend Ned; Isabella Amara as Parker's classmate Sally; Tiffany Espensen as Parker's classmate Cindy; and Ethan Dizon as Parker's classmate Tiny. Samuel L. Jackson and Cobie Smulders make uncredited cameos as Nick Fury and Maria Hill, the former director and deputy director of S.H.I.E.L.D, respectively, in the film's post-credits scene.",is there an extra scene in infinity wat,True,True,True,True,True,True,False
5813,"In baseball, the designated hitter rule is the common name for Major League Baseball Rule 5.11, adopted by the American League in 1973. The rule allows teams to have one player, known as the designated hitter (or DH), to bat in place of the pitcher. Since 1973, most collegiate, amateur, and professional leagues have adopted the rule or some variant. MLB's National League and Nippon Professional Baseball's Central League are the most prominent professional leagues that do not use a designated hitter.",does the pitcher bat in the national league,True,True,True,False,False,True,True
5821,"Diabetes mellitus type 2 (also known as type 2 diabetes) is a long-term metabolic disorder that is characterized by high blood sugar, insulin resistance, and relative lack of insulin. Common symptoms include increased thirst, frequent urination, and unexplained weight loss. Symptoms may also include increased hunger, feeling tired, and sores that do not heal. Often symptoms come on slowly. Long-term complications from high blood sugar include heart disease, strokes, diabetic retinopathy which can result in blindness, kidney failure, and poor blood flow in the limbs which may lead to amputations. The sudden onset of hyperosmolar hyperglycemic state may occur; however, ketoacidosis is uncommon.",is diabetes mellitus the same as type 2 diabetes,True,True,True,True,False,True,False
5839,"Archie Comics trademarked the term 'Bughead', the name created by fans of the relationship between Betty and Jughead in both comics and the CW Riverdale. Betty and Jughead are canon, romantically, so far only in the 'Riverdale' universe, though Archie Comics has introduced their sleuthing relationship and subsequent ship name (#bughead) into their run of Riverdale comics.",do jughead and betty get together in the comics,False,False,True,True,False,False,False
5840,"Mayberry, North Carolina is a fictitious community that was the setting for two popular American television sitcoms, The Andy Griffith Show and Mayberry R.F.D. Mayberry was also the setting for a 1986 reunion television movie titled Return to Mayberry. Mayberry is said to be based on Andy Griffith's hometown of Mount Airy, North Carolina. Mount Airy is also known as Mayberry and this town is known by both names to the people who reside there.",is there a place called mayberry north carolina,False,False,False,True,True,False,False
5842,"21st Century Insurance is american auto insurance company and is wholly owned by the Farmers Insurance Group of Companies. They are headquartered in Wilmington, Delaware, and provide private passenger auto insurance in California and Hawaii.",is farmers and 21st century the same company,True,True,True,False,True,True,False
5864,"In conjunction with a rook, the king may make a special move called castling, in which the king moves two squares toward one of its rooks and then the rook is placed on the square over which the king crossed. Castling is allowed only when neither the king nor the castling rook has previously moved, no squares between them are occupied, the king is not in check, and the king will not move across or end its movement on a square that is under enemy attack.",can you move your king 2 spaces in chess,True,False,True,False,False,False,True
5866,"Carnitine (β-hydroxy-γ-N-trimethylaminobutyric acid, 3-hydroxy-4-N,N,N-trimethylaminobutyrate) is a quaternary ammonium compound involved in metabolism in most mammals, plants and some bacteria. Carnitine may exist in two isomers, labeled D-carnitine and L-carnitine, as they are optically active. At room temperature, pure carnitine is a white powder, and a water-soluble zwitterion with low toxicity. Carnitine only exists in animals as the L-enantiomer, and D-carnitine is toxic because it inhibits the activity of L-carnitine. Carnitine, derived from an amino acid, is found in nearly all organisms and animal tissue. Carnitine is the generic expression for a number of compounds that include L-carnitine, acetyl-L-carnitine, and propionyl-L-carnitine. It is most accumulated in cardiac and skeletal muscles as it accounts for 0.1% of its dry matter. It was first derived from meat extracts in 1905, therefore the name carnitine is derived from Latin ``carnus'' or flesh. The body synthesizes enough carnitine from lysine side chains to keep up with the needs of energy production in the body as carnitine acts as a transporter of long-chain fatty acids into the mitochondria to be oxidized and produce energy. Some individuals with genetic or medical disorders (like preterm infants) cannot make enough, so this makes carnitine a conditionally essential nutrient for them.",is carnitine the same as l-carnitine,False,False,True,False,False,False,False
5867,"Similar to other MMORPGs, The Elder Scrolls Online originally used a mandatory monthly subscription model, until it transitioned to a buy-to-play model with microtransactions and an optional subscription in March 2015. The game was renamed as The Elder Scrolls Online: Tamriel Unlimited, and released for the PlayStation 4 and Xbox One consoles in June 2015. As of 2017, the game had around a million monthly active players, with over 8.5 million players in total since release.",is elder scrolls online tamriel unlimited the full game,True,True,True,True,False,True,True
5906,"The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.",can xbox 360 discs work on xbox one,True,False,True,False,False,True,False
5961,Theft by finding occurs when someone chances upon an object which seems abandoned and takes possession of the object but fails to take steps to establish whether the object is genuinely abandoned and not merely lost or unattended. In some jurisdictions the crime is called ``larceny by finding'' or ``stealing by finding''.,can you get arrested for finding a wallet,True,True,True,True,True,True,True
5965,Statutory declarations are commonly used to allow a person to declare something to be true for the purposes of satisfying some legal requirement or regulation when no other evidence is available. They are thus similar to affidavits (which are made on oath).,can a statutory declaration be used as evidence,True,True,True,False,False,True,True
5966,"No living member of the present or past reigning dynasties of Europe is known to have symptoms of haemophilia or is believed to carry the gene for it. The last descendant of Victoria known to suffer from the disease was Infante Don Gonzalo, born in 1914, although dozens of descendants of Queen Victoria's (including males descended only through females) have been born since 1914. However, because the haemophilia gene usually remains hidden in females who only inherit the gene from one parent, and female descendants of Victoria have left many descendants in royal and noble families, there remains a small chance that the disease could appear again, especially among the female-line Spanish descendants of Princess Beatrice.",is there still haemophilia in the royal family,False,False,False,False,False,False,True
5997,"The PlayStation 2 was designed to be backward compatible with PlayStation games. However, not all PlayStation games work on the PlayStation 2. In addition, later models of the PlayStation 2 console could not play all of the games that were released for prior version of the PlayStation 2. This article provides a list of some of the PlayStation and PlayStation 2 games that are not compatible with all models of the PlayStation 2.",can i play ps1 games on ps2 slim,True,False,True,False,False,False,False
6002,The nearest station to Burnham is now the former joint-GWR junction station known as Highbridge and Burnham.,is there a railway station at burnham on sea,False,False,True,False,False,False,False
6018,"In March 2012, Columbia Pictures picked up the film rights to the trilogy, with Graham King and Tobey Maguire attached as producers. On April 15, 2014, it was officially announced that Chloë Grace Moretz would star as Cassie Sullivan, and that J Blakeson would direct from a script by Susannah Grant. From June through August 2014, Nick Robinson and Alex Roe joined the film as male protagonists Ben Parish and Evan Walker, respectively, while Liev Schreiber was cast as the villain. Over the following months, Maika Monroe, Zackary Arthur, Tony Revolori, Ron Livingston, Maggie Siff, and Talitha Bateman joined the film.",is the 5th wave a series of movies,True,False,False,False,True,True,False
6023,"A third-party beneficiary, in the law of contracts, is a person who may have the right to sue on a contract, despite not having originally been an active party to the contract. This right, known as a ius quaesitum tertio, arises when the third party (tertius or alteri) is the intended beneficiary of the contract, as opposed to a mere incidental beneficiary (penitus extraneus). It vests when the third party relies on or assents to the relationship, and gives the third party the right to sue either the promisor (promittens, or performing party) or the promisee (stipulans, or anchor party) of the contract, depending on the circumstances under which the relationship was created.",can a beneficiary of a trust sue a third party,True,False,False,True,False,False,False
