q_number,passage,question,actual_answer,4o_pred
4532,"A sheep--goat hybrid (called a geep in popular media or sometimes a shoat) is the hybrid offspring of a sheep and a goat. Although sheep and goats seem similar and can be mated, they belong to different genera in the subfamily Caprinae of the family Bovidae. Sheep belong to the genus Ovis and have 54 chromosomes, while goats belong to the genus Capra and have 60 chromosomes. The offspring of a sheep-goat pairing is generally stillborn. Despite widespread shared pasturing of goats and sheep, hybrids are very rare, indicating the genetic distance between the two species. Though sometimes called ``geep'', they are not to be confused with sheep--goat chimera, which are artificially created by combining the embryos of a goat and a sheep.",are goats and sheep in the same family,True,True
4541,"In geometric measurements, length is the most extended dimension of an object. In the International System of Quantities, length is any quantity with dimension distance. In other contexts, length is a measured dimension of an object. Length may be distinguished from height, which is vertical extent, and width or breadth, which are the distance from side to side, measuring across the object at right angles to the length. For example, it is possible to cut a length of wire shorter than the wire's width. In most systems of measurement, the unit of length is a base unit, from which other units are derived.",is the length always longer than the width,False,False
4542,"On May 25, 2016, due to SmackDown moving to Tuesdays and to a live broadcast starting July 19, necessitating a brand extension, WWE announced that the draft would be returning. It would later be announced that the 2016 WWE draft would take place on July 19 during SmackDown's first live broadcast, which was also the first time that the draft took place on SmackDown. The 2017 draft was labeled the Superstar Shake-up as instead of a traditional draft, the general managers of Raw and SmackDown could trade and make deals between their respective talent.",is there going to be a wwe draft in 2017,True,True
4551,"Yum! Brands, Inc., or Yum! and formerly Tricon Global Restaurants, Inc., is an American fast food company. A Fortune 500 corporation, Yum! operates the brands Taco Bell, KFC, Pizza Hut, and WingStreet worldwide, except in China, where the brands are operated by a separate company, Yum China. Prior to 2011, Yum! owned Long John Silver's and A&W Restaurants.",is pizza hut and kfc the same company,True,True
4565,"Immediately after Ben Silverman was named co-chairman of NBC's entertainment division in 2007, he asked Greg Daniels to create a spin-off of The Office. Daniels co-created Parks and Recreation with Michael Schur, who had been a writer on The Office. The two spent months considering ideas for the new series and debating whether to make it a stand-alone show rather than a spin-off. According to Daniels, they eventually abandoned the original spin-off plan because they ``couldn't find the right fit''. They considered a series about a local government official trying to rebuild a political career following a humiliating public spectacle. They eventually abandoned the idea, though it did end up being incorporated into the backstory for Ben Wyatt late in the second season. After Amy Poehler agreed to play the lead, they decided the show would revolve around an optimistic bureaucrat in small-town government.",was parks and rec supposed to be a spin off of the office,False,True
4585,"Although they are the first main-series Pokémon role-playing games for the Nintendo Switch, Let's Go, Pikachu! and Let's Go, Eevee! are a separate project from the Pokémon game on the same platform that was teased during Nintendo's E3 2017 Nintendo Direct on 13 June 2017 presentation which is scheduled to be released in ``late 2019''.",is pokemon let's go a main series game,True,False
4599,"On July 18, 2014, The CW announced that the show would be returning for a 24-episode eleventh season (and third season on The CW) which started airing on April 17, 2015. On August 11, 2015, the series was renewed for a twelfth season (fourth on The CW) to start airing May 23, 2016. On October 24, 2016, The CW renewed the show for a thirteenth season (fifth season on The CW) to start airing May 29, 2017. On October 26, 2017, The CW renewed the show for a fourteenth season (sixth season on the CW). The first two episodes aired June 4, 2018. On October 9, 2018, The CW renewed the show for a fifteenth season (seventh season on the CW).",is whose line is it anyway still on air,True,True
4612,"Memorial Day or Decoration Day is a federal holiday in the United States for remembering the people who died while serving in the country's armed forces. The holiday, which is currently observed every year on the last Monday of May, was held on May 28, 2018. The holiday was held on May 30 from 1868 to 1970. It marks the unofficial start of the summer vacation season, while Labor Day marks its end.",is monday 28 may a holiday in usa,True,True
4652,"Butter stick wrappers are usually marked with divisions for 8 US tablespoons (120 ml), which is less than their actual volume: the Elgin-pack shape is 8.22 US tbsp, while the Western-pack shape is 8.10 US tbsp. The printing on unsalted (``sweet'') butter wrappers is typically red, while that for salted butter is typically blue.",is 8 tablespoons of butter a whole stick,True,True
4682,"The University of Pittsburgh (commonly referred to as Pitt) is a state-related research university located in Pittsburgh, Pennsylvania. In 1787 after the American Revolutionary War, it was founded on the edge of the American frontier as the Pittsburgh Academy. It developed and was renamed as Western University of Pennsylvania by a change to its charter in 1819. After surviving two devastating fires and various relocations within the area, the school moved to its current location in the Oakland neighborhood of the city; it was renamed as the University of Pittsburgh in 1908. For most of its history, Pitt was a private institution, until 1966 when it became part of the Commonwealth System of Higher Education.",is the university of pittsburgh a state school,True,True
4690,"Hungry Jack's Pty Ltd is an Australian fast food franchise of Burger King Corporation. It is a wholly owned subsidiary of Competitive Foods Australia, a privately held company owned by Jack Cowin. Hungry Jack's owns and operates or sub-licences all of the Burger King/Hungry Jack's restaurants in Australia. As the master franchise for the country, the company is responsible for licensing new operators, opening its own stores and performing standards oversight of franchised locations in that country. With over 390 locations across Australia, Hungry Jack's is the second largest franchise of Burger King in the world (second to Carrols Corporation).",is hungry jacks the same as burger king,True,True
4705,"Since the late 2000s, the Canadian dollar has been valued at levels comparable to the years before the swift rise in 2007. A dollar in the mid 70 cent US range has been the usual rate for much of the 2010s.",is american money worth more than canadian money,True,True
4729,"In the sixth-season episode ``Father's Day'', the twins meet their biological father, Matt Sullivan, and learn that he is white and a famous photojournalist. Matt never married their mother, Racelle Gavin, because they never got the chance: she had been asked to paint a mural in Florida and he had been assigned ``the opportunity of a lifetime'' in the Middle East. Also, Racelle told him that she would later join him in Tel Aviv without telling him of her pregnancy. After six months, Racelle suddenly stopped writing. When the girls' mother died, Matt was not allowed to see them because he couldn't prove he was their father. When he searched for his twin daughters, he never found them because they had been adopted by two different people.",did tia and tamera find their parents on sister sister,True,True
4756,"Competition speed skydivers fly in a head-down position and can reach speeds of 530 km/h (330 mph; 150 m/s); the current record is held by Felix Baumgartner who jumped from a height of 128,100 feet (39,000 m) and reached 1,357.6 km/h (840 mph; 380 m/s), though he achieved this velocity at high altitude, where extremely thin air presents less drag force.",can you free fall faster than terminal velocity,True,False
4759,"A vacuum cleaner, also known as a sweeper or hoover, is a device that uses an air pump (a centrifugal fan in all but some of the very oldest models), to create a partial vacuum to suck up dust and dirt, usually from floors, and from other surfaces such as upholstery and draperies.",is there a vacuum in a vacuum cleaner,True,True
4760,"In baseball, a pitcher can commit a number of illegal motions or actions that constitute a balk. Most of these violations involve a pitcher pretending to pitch when he has no intention of doing so. In games played under the Official Baseball Rules, a balk results in a dead ball or delayed dead ball. In certain other circumstances, a balk may be wholly or partially disregarded. Under other rule sets, notably in the United States under the National Federation of High Schools (Fed or Federation) Baseball Rules, a balk results in an immediate dead ball. In the event a balk is enforced, the pitch is generally (but not always) nullified, each runner is awarded one base, and the batter (generally) remains at bat, and with the previous count. The balk rule in Major League Baseball was introduced in 1898.",does batter go to first on a balk,False,False
4780,"Game of Thrones is an American fantasy drama television series created by David Benioff and D.B. Weiss. It is an adaptation of A Song of Ice and Fire, George R.R. Martin's series of fantasy novels, the first of which is A Game of Thrones. It is filmed in Belfast and elsewhere in the United Kingdom, Canada, Croatia, Iceland, Malta, Morocco, Spain, and the United States. The series premiered on HBO in the United States on April 17, 2011, and its seventh season ended on August 27, 2017. The series will conclude with its eighth season premiering either in 2018 or 2019.",is this the last season of gsme of thrones,False,True
4783,"Skunks are probably best known for their ability to spray foul-smelling fluid as a defense against predators. Most wild skunks spray only when injured or attacked, as a defense mechanism. The mercaptan-emitting scent glands are usually removed in pet skunks at about four weeks of age. Since 2006, this removal practice has been illegal in the UK.",can you take a skunk's stinker out,True,False
4822,"You Me Her is an American-Canadian comedy television series that revolves around a suburban married couple who is entering a three-way romantic relationship, otherwise known as a polyamorous relationship. The series is set in Portland, Oregon and was created by John Scott Shepherd. The series is also promoted as TV's ``first polyromantic comedy''. On June 9, 2016, Audience Network renewed the series for a second and third season. The third season premiered on March 20, 2018. On July 27, 2018, the series was renewed for a fourth and fifth season.",will there be another season of you me her,True,
4826,"Construction began on Columbia in 1975 at Rockwell International's (formerly North American Aviation/North American Rockwell) principal assembly facility in Palmdale, California, a suburb of Los Angeles. Columbia was named after the American sloop Columbia Rediviva which, from 1787 to 1793, under the command of Captain Robert Gray, explored the US Pacific Northwest and became the first American vessel to circumnavigate the globe. It is also named after the Command Module of Apollo 11, the first manned landing on another celestial body. Columbia was also the female symbol of the United States. After construction, the orbiter arrived at Kennedy Space Center on March 25, 1979, to prepare for its first launch. Columbia was originally scheduled to lift off in late 1979, however the launch date was delayed by problems with both the SSME components, as well as the thermal protection system (TPS). On March 19, 1981, during preparations for a ground test, workers were asphyxiated while working in Columbia's nitrogen-purged aft engine compartment, resulting in (variously reported) two or three fatalities.",was columbia the first space shuttle to fly into space,False,True
4829,"In 2018 Taylor was cast in 'Yellowstone', a modern day western starring Kevin Costner. Taylor plays a hard nosed wrangler whose duties are not only ranching, but carrying out the orders of ranch owner John Dutton (Costner), including murder. Yellowstone has proved popular on the newly formed Paramount network, and has already been renewed for a second season.",is buck taylor in the tv series yellowstone,True,False
4832,"While precipitation is abundant the entire year in almost the entire state, the coastline tends to have a slightly wetter summer, while inland March tends to be the wettest month. During the cold season, extratropical cyclones is the main cause of precipitation, while during the summer, tropical cyclones and thunderstorms forming due to afternoon heating are the main causes of precipitation. A lee side rain shadow from the Appalachian Mountains lowers annual precipitation across central portions of the state. Inland sections average 40 inches (1,000 mm) to 50 inches (1,300 mm) of rainfall, while near the coast 50 inches (1,300 mm) to 60 inches (1,500 mm), and the Piedmont receives 70 inches (1,800 mm) to 80 inches (2,000 mm) of precipitation. Winter precipitation is determined in large by the El Niño-Southern Oscillation. During El Niño events, the jet stream is further south and east across the U.S., thus leading to cooler and wetter winters in South Carolina, while La Niña keeps the jet stream further north and west causing warmer and drier winters.",is there a rainy season in south carolina,False,False
4863,"Field Marshal has been the highest rank in the British Army since 1736. A five-star rank with NATO code OF-10, it is equivalent to an Admiral of the Fleet in the Royal Navy or a Marshal of the Royal Air Force in the Royal Air Force (RAF). A Field Marshal's insignia consists of two crossed batons surrounded by yellow leaves below St Edward's Crown. Like Marshals of the RAF and Admirals of the Fleet, Field Marshals traditionally remain officers for life, though on half-pay when not in an appointment. The rank has been used sporadically throughout its history and was vacant during parts of the 18th and 19th centuries (when all former holders of the rank were deceased). After the Second World War, it became standard practice to appoint the Chief of the Imperial General Staff (later renamed Chief of the General Staff) to the rank on his last day in the post. Army officers occupying the post of Chief of the Defence Staff, the professional head of all the British Armed Forces, were usually promoted to the rank upon their appointment.",is there a field marshal in the british army,True,True
4872,"With Éowyn, he settled in Emyn Arnen, where the two had a son named Elboron. After Faramir's death at the age of 120, his son succeeded him in all of his titles. Barahir, Faramir's grandson, wrote The Tale of Aragorn and Arwen, which was inserted (in an abbreviated form) in the Thain's Book by the writer Findegil, and appears in The Lord of the Rings as part of Appendix A.",does faramir die in the return of the king,True,False
4892,"The chocolate bar is structured in two layers; a lightly-whipped nougat layer, with a lower layer of cereal 'crispies', these are then coated in milk chocolate. Originally the bar contained raisins within the base layer; however, consumer research in the mid-1980s led to these being removed and the current formulation being introduced. Television adverts in the 1970s featured Willie Rushton before a mascot named Dougie the Double Decker Dog was introduced.",did double deckers used to have raisins in,True,True
4898,"Second-generation antihistamines cross the blood--brain barrier to a much lower degree than the first-generation antihistamines. Their main benefit is they primarily affect peripheral histamine receptors and therefore are less sedating. However, high doses can still induce drowsiness through acting on the central nervous system. Some second-generation antihistamines, notably cetirizine, can interact with CNS psychoactive drugs such as bupropion and benzodiazepines.",do second generation antihistamines cross the blood brain barrier,True,True
4958,"The E-ZPass electronic toll collection system was first introduced on this segment of the Thruway at the Spring Valley and Tappan Zee Bridge toll plazas in 1993. The same year, an interchange in Suffern opened providing access to the newly opened New Jersey portion of I-287. In 1997, tolls for cars were eliminated at the Spring Valley toll plaza, with tolls remaining for trucks and other commercial vehicles. The I-87/I-287 interchange split near Tarrytown began a $187 million reconstruction in 2001 in order to add additional lanes and rebuild overpasses and underpasses. Reconstruction in this area was completed in May 2004.",is 287 in new jersey a toll road,True,False
4973,"The season will be released on September 7, 2018.",is there going to be a iron fist season 2,True,True
4977,"In the Standard Model of modern physics, the four fundamental forces of nature are known to be non-contact forces. The strong and weak interaction primarily deal with forces within atoms, while gravitational effects are only obvious on an ultra-macroscopic scale. Molecular and quantum physics show that the electromagnetic force is the fundamental interaction responsible for contact forces. The interaction between macroscopic objects can be roughly described as resulting from the electromagnetic interactions between protons and electrons of the atomic constituents of these objects. Everyday objects do not actually touch; rather, contact forces are the result of the interactions of the electrons at or near the surfaces of the objects.",does the concept of a contact force apply to both a macroscopic scale and an atomic scale,False,True
4981,"Sheen himself was a pitcher on his high school's baseball team. At the time of filming Major League, his own fastball topped out at 85 miles per hour. (In 2011, Sheen said that he had used steroids for nearly two months to improve his athletic abilities in the film.)",did charlie sheen really pitch in major league,True,True
5010,"Kenneth Wayne Jennings III (born May 23, 1974) is an American game show contestant and author. Jennings holds the record for the longest winning streak on the U.S. syndicated game show Jeopardy! and as being the second highest-earning contestant in game show history. In 2004, Jennings won 74 Jeopardy! games (in a row) before he was defeated by challenger Nancy Zerg on his 75th appearance. His total earnings on Jeopardy! are $3,196,300, consisting of $2,520,700 over his 74 wins, a $2,000 second-place prize in his 75th appearance, a $500,000 second-place prize in the Jeopardy! Ultimate Tournament of Champions, a $100,000 win for second-place prize in the Jeopardy! Battle of the Decades, as well as half of a $300,000 prize in the IBM Challenge, when he competed against Watson.",has anyone ever won a million dollars on jeopardy,True,True
5061,"As revealed on March 22, 2018, the event was streamed live on the WWE Network. It also aired on traditional pay-per-view in the United States and internationally. The event was also the first WWE pay-per-view with Arabic commentary.",is the greatest royal rumble ever on wwe network,True,True
5062,"The hours of operation of beer distributors are typically similar to that of Wine and Spirits stores and other retail establishments. These hours are only restricted by the state on Sundays, where a special license is required to sell beer, and sales before 11 am are not permitted. Although state law permits late-night beer distributors, local authorities can place additional restrictions, and stores typically close before 10 pm.",can i buy beer in pennsylvania on sunday,True,True
5068,"Windows Defender, officially called Windows Defender Antivirus in Windows 10 Creators Update, is an anti-malware component of Microsoft Windows. It was first released as a free antispyware program download for Windows XP, shipped with Windows Vista and Windows 7 and made into a full antivirus program replacing Microsoft Security Essentials as part of Windows 8 and later versions.",is windows defender an antivirus in windows 7,False,False
5114,"Both countries are members of the Schengen Area, and there are therefore no immigration controls. However, only Sweden is part of the European Union, so there are customs checks. These are performed by the Norwegian Customs and Excise Authorities and the Swedish Customs Service. These checks are sporadic along the Norway--Sweden border. Cars are usually not forced to stop. To combat drug smuggling, the use of CCTV surveillance has recently been increased, with systems using Automatic number plate recognition being rolled-out in 2016 and 2017.",is there border control between sweden and norway,False,False
5124,"The Oath of Allegiance (Judicial or Official Oath) is a promise to be loyal to the British monarch, and his or her heirs and successors, sworn by certain public servants in the United Kingdom, and also by newly naturalised subjects in citizenship ceremonies. The current standard wording of the oath of allegiance is set out in the Promissory Oaths Act 1868.",does the uk have a pledge of allegiance,True,True
5132,"In the Republic of Ireland, a common law jurisdiction, jury trials are available for criminal cases before the Circuit Court, Central Criminal Court and defamation cases, consisting of twelve jurors.",is there always a jury in the central criminal court,True,True
5162,"Today, Ralphs competes with Albertsons (including Vons) and Stater Bros. Its slogan is ``Great food. Real Low Prices!'' Ralphs is the current market leader in Southern California.",are vons and ralphs owned by the same company,False,False
5164,"The fourth season of the American television series The Flash, which is based on the DC Comics character Barry Allen / Flash, premiered on The CW on October 10, 2017, and ran for 23 episodes until May 22, 2018. The season follows a crime scene investigator with superhuman speed who fights criminals, including others who have also gained superhuman abilities. It is set in the Arrowverse, sharing continuity with the other television series of the universe, and is a spin-off of Arrow. The season is produced by Berlanti Productions, Warner Bros. Television, and DC Entertainment, with Andrew Kreisberg and Todd Helbing serving as showrunners.",is there going to be a flash season 4,True,False
5182,"In August 2014, Linklater ceased involvement on the Warner Bros. film The Incredible Mr. Limpet, stating that he wanted to concentrate on a university-set, 1980s baseball film under the working title of That's What I'm Talking About. The project is considered a spiritual sequel to Linklater's 1993 film, Dazed and Confused, which was set on the last day of high school in 1976. Linklater also considers the film a ``spiritual sequel'' to Boyhood because ``it begins right where Boyhood ends with a guy showing up at college and meeting his new roommates and a girl.''",is there a sequel to dazed and confused,False,False
5197,In the E revision series the £50 note was never issued; £100 notes were last used by the Bank of England in 1945.,is there such thing as £100 note,False,False
5209,"In Major League Baseball, the designated hitter is a hitter who does not play a position, but instead fills in the batting order for the pitcher. The DH may only be used for the pitcher (and not any other position player), as stated in Rule 5.11. Use of the DH is optional, but must be determined prior to the start of the game. If a team does not begin a game with a DH, the pitcher (or a pinch-hitter) must bat for the entire game.",are pitchers allowed to bat in the american league,True,True
5229,"States have local festivals depending on prevalent religious and linguistic demographics. Popular Jain festivals include Mahavir Jayanti, Paryushan and Diwali; Sikh festivals like Guru Nanak Jayanti and Vaisakhi; Hindu festivals of Makar Sankranti, Maha Shivratri, Onam, Janmashtami, Saraswati Puja, Diwali, Ganesh Chaturthi, Raksha Bandhan, Holi, Durga Puja, Dussehra; Muslim festivals of Eid ul-Fitr, Eid ul-Adha, Mawlid, Muharram; Buddhist festivals like Ambedkar Jayanti, Buddha Jayanti, Dhammachakra Pravartan Day and Losar; and Christian festivals of Christmas and days of observances such as Good Friday are observed throughout India.",is eid ul fitr a national holiday in india,True,True
5235,"In a simple case such as an object resting upon a table, the normal force on the object is equal but in opposite direction to the gravitational force applied on the object (or the weight of the object), that is, N = m g (\displaystyle N=mg) , where m is mass, and g is the gravitational field strength (about 9.81 m/s on Earth). The normal force here represents the force applied by the table against the object that prevents it from sinking through the table and requires that the table is sturdy enough to deliver this normal force without breaking. However, it is easy to assume that the normal force and weight are action-reaction force pairs (a common mistake). In this case, the normal force and weight need to be equal in magnitude to explain why there is no upward acceleration of the object. For example, a ball that bounces upwards accelerates upwards because the normal force acting on the ball is larger in magnitude than the weight of the ball.",is the normal force equal to the force of gravity,True,True
5282,"Petticoat Junction is an American sitcom that originally aired on CBS from September 1963 to April 1970. The series takes place at the Shady Rest Hotel, which is run by Kate Bradley, her three daughters Billie Jo, Bobbie Jo, and Betty Jo, and her uncle Joe Carson. The series is one of three interrelated shows about rural characters produced by Paul Henning. Petticoat Junction was created upon the success of Henning's previous rural/urban-themed sitcom The Beverly Hillbillies (1962--1971). The success of Petticoat Junction led to a spin-off, Green Acres (1965--1971). Petticoat Junction was produced by Wayfilms (a joint venture of Filmways Television and Pen-Ten Productions).",was green acres a spin off of petticoat junction,True,True
5343,"Cheryl Blossom was introduced in 1982 in Betty and Veronica #320 as a third love interest for Archie Andrews, but she and her twin brother Jason disappeared two years later. One of the reasons she disappeared at first was because she was deemed too sexual for a children's comic.",was cheryl blossom in the original archie comics,True,False
5378,"In general, exposure of the head, upper chest, and limbs is legal, and considered socially acceptable except among certain religious communities.",is it legal to wear boxers in public,True,True
5410,"Jaguar Land Rover Automotive PLC is the holding company of Jaguar Land Rover Limited, a British multinational automotive company with its headquarters in Whitley, Coventry, United Kingdom, and a subsidiary of Indian automotive company Tata Motors. The principal activity of Jaguar Land Rover Limited is the design, development, manufacture and sale of vehicles bearing the Jaguar and Land Rover marques. Both marques have long and complex histories prior to their merger -- Jaguar going back to the 1930s and Land Rover to the 1940s -- first coming together in 1968 as part of the ill-fated British Leyland conglomerate, later again independent of each other, and then as subsidiaries of BMW (in the case of Land Rover), and Ford Motor Company (Jaguar). Ford acquired Land Rover from BMW in 2000 following the break-up of the former Rover Group, which was effectively the remainder of the British Leyland car producing companies.",is land rover and jaguar the same company,True,True
5411,"The series provided a spark to Johnny Depp's nascent acting career, garnering him national recognition as a teen idol. Depp found this status irritating, but he continued on the series under his contract and was paid $45,000 per episode. Eventually he was released from his contract after the fourth season.",did johnny depp play in 21 jump street,True,True
5414,"Doctor is an academic title that originates from the Latin word of the same spelling and meaning. The word is originally an agentive noun of the Latin verb docēre (dɔˈkeːrɛ) 'to teach'. It has been used as an academic title in Europe since the 13th century, when the first Doctorates were awarded at the University of Bologna and the University of Paris. Having become established in European universities, this usage spread around the world. Contracted ``Dr'' or ``Dr.'', it is used as a designation for a person who has obtained a Doctorate (e.g. PhD). In many parts of the world it is also used by medical practitioners, regardless of whether or not they hold a doctoral-level degree.",is everyone with a phd called a doctor,True,True
5427,"The Fairmont New Orleans was damaged during Hurricane Katrina August, 2005 and closed indefinitely. While some repair work was done, work was suspended in an incomplete state in March 2007 after preliminary estimates of the damage were revealed to have been greatly underestimated.",is there a fairmont hotel in new orleans,False,False
5471,"The Toads usually play assisting roles in the Mario franchise and its action games, such as Toadsworth introduced in Super Mario Sunshine and the Toad Brigade association in Super Mario Galaxy. Despite this, Toads also play the role as heroes in some games. Such a case included the 2 Toads (yellow and blue) who were featured as playable characters along with Mario and Luigi in New Super Mario Bros. Wii. The 2 Toads (yellow and blue) return as playable characters later on in New Super Mario Bros. U as well as New Super Luigi U. Toad himself (in a blue palette in reference to his original sprite from Super Mario Bros. 2) returns as one of the playable characters in Super Mario 3D World. The Wii U title Captain Toad: Treasure Tracker cast Captain Toad into the spotlight; thus, marking it as the first game in 20 years since Wario's Woods to have a Toad as the main star as well as the first title to have Toad as the titular character.",are toad and captain toad the same person,True,False
5481,"The major railway bridge described in the novel and film didn't actually cross the river known at the time as the Kwai. However, in 1943 a railway bridge was built by Allied POWs over the Mae Klong river -- renamed as a result of the film Khwae Yai in the 1960s -- at Tha Ma Kham, five kilometres from Kanchanaburi, Thailand. Boulle had never been to the bridge. He knew that the railway ran parallel to the Kwae for many miles, and he therefore assumed that it was the Kwae which it crossed just north of Kanchanaburi. This was an incorrect assumption. The destruction of the bridge as depicted in the film is also entirely fictional. In fact, two bridges were built: a temporary wooden bridge and a permanent steel/concrete bridge a few months later. Both bridges were used for two years, until they were destroyed by Allied bombing. The steel bridge was repaired and is still in use today.",is the bridge on the river kwai still there,True,False
5483,"Saint Anthony Falls or the Falls of Saint Anthony, located northeast of downtown Minneapolis, Minnesota, was the only natural major waterfall on the Upper Mississippi River. The natural falls were replaced by a concrete overflow spillway (also called an ``apron'') after it partially collapsed in 1869. Later, in the 1950s and 1960s, a series of locks and dams was constructed to extend navigation to points upstream.",is there a waterfall in the mississippi river,False,False
5494,"The Swiss army has long been a militia trained and structured to rapidly respond against foreign aggression. Swiss males grow up expecting to undergo basic military training, usually at age 20 in the recruit school, the basic-training camp, after which Swiss men remain part of the ``militia'' in reserve capacity until age 30 (age 34 for officers).",does switzerland train every citizen to use a gun,False,False
5497,Angular frequency (or angular speed) is the magnitude of the vector quantity angular velocity. The term angular frequency vector ω → (\displaystyle (\vec (\omega ))) is sometimes used as a synonym for the vector quantity angular velocity.,is angular velocity the same as angular frequency,False,False
5516,"As of 2017, Pakistan International Airlines (PIA) operates a twice a week Non-stop Flight from Lahore to Delhi. No Indian air carrier operates between the two countries. But for the Delhi to Lahore flight, tickets cannot be booked online. To book tickets, proper permission is needed from both the Indian Government and the Pakistani Government.",are there any flights from india to pakistan,True,True
5526,"The Geographic South Pole is located on the continent of Antarctica (although this has not been the case for all of Earth's history because of continental drift). It sits atop a featureless, barren, windswept and icy plateau at an altitude of 2,835 metres (9,301 ft) above sea level, and is located about 1,300 km (800 mi) from the nearest open sea at Bay of Whales. The ice is estimated to be about 2,700 metres (9,000 ft) thick at the Pole, so the land surface under the ice sheet is actually near sea level.",is there any land at the south pole,True,True
5530,"Nit (nt) is a non-SI name also used for this unit (1 nt = 1 cd/m). The term nit is believed to come from the Latin word nitere, to shine.",is cd/m2 the same as nits,True,True
5533,"On September 29, 2015, Justin Bieber announced in an interview with Australia's Sunrise morning show that British singer and songwriter Ed Sheeran had written a song for his then-upcoming album. Later, during an interview for Capital FM, Bieber revealed details about the song, saying: ``It's just me and a guitar. Basically that's how I started, playing on the street with a guitar.'' About Sheeran, he said: ``I think he's one of the most talented writers in the game right now, so just to have his input and his stories and our stories and match them up together and say 'What have you been through?,' and telling the same story.'' In another interview for the same radio network, he commented about the collaboration, stating: ``It was a process. Just getting us together, you know, in the same room cause we did a lot of it separate. He is a good guy, super talented. Really good songwriter so just to be able to work with that calibre of songwriter was really, really awesome.'' In 2017, Sheeran revealed that ``Love Yourself'' was written for his album ÷. He said in an interview that the track would have been scrapped before Bieber took the song.",did ed sheeran write love yourself for justin,False,False
5600,"In this season, standbys are used to portray the character, including Katie A. Keane in the photographs for the episode ``Call Waiting''. She is revealed to have been kidnapped by The Company, and is said in ``Good Fences'' to have been murdered in response to a failed rescue attempt. She was decapitated and her head was sent to Lincoln Burrows in a box. Michael swears to avenge her death.",is sara dead in prison break season 3,True,True
5638,"Archie Comics trademarked the term 'Bughead', the name created by fans of the relationship between Betty and Jughead in both comics and the CW Riverdale. Betty and Jughead are canon, romantically, so far only in the 'Riverdale' universe, though Archie Comics has introduced their sleuthing relationship and subsequent ship name (#bughead) into their run of Riverdale comics.",were jughead and betty together in the comics,False,False
5642,"Congress has the power to overturn an executive order by passing legislation that invalidates it. Congress can also refuse to provide funding necessary to carry out certain policy measures contained with the order or to legitimize policy mechanisms. In the case of the former, the president retains the power to veto such a decision; however, the Congress may override a veto with a two-thirds majority to end an executive order. It has been argued that a congressional override of an executive order is a nearly impossible event, due to the supermajority vote required and the fact that such a vote leaves individual lawmakers vulnerable to political criticism.",can the president make an executive order without congress,False,True
5654,"Some benign tumors need no treatment; others may be removed if they cause problems such as seizures, discomfort or cosmetic concerns. Surgery is usually the most effective approach and is used to treat most benign tumors. In some case other treatments may be of use. Adenomas of the rectum may be treated with sclerotherapy, a treatment in which chemicals are used to shrink blood vessels in order to cut off the blood supply. Most benign tumors do not respond to chemotherapy or radiation therapy, although there are exceptions; benign intercranial tumors are sometimes treated with radiation therapy and chemotherapy under certain circumstances. Radiation can also be used to treat hemangiomas in the rectum. Benign skin tumors are usually surgically resected but other treatments such as cryotherapy, curettage, electrodesiccation, laser therapy, dermabrasion, chemical peels and topical medication are used.",can chemo be used for non cancerous tumors,True,True
5720,"The tongue map or taste map is a common misconception that different sections of the tongue are exclusively responsible for different basic tastes. It is illustrated with a schematic map of the tongue, with certain parts of the tongue labeled for each taste. Although widely taught in schools, this was scientifically disproven by later research; all taste sensations come from all regions of the tongue, although different parts are more sensitive to certain tastes.",do you taste with different parts of your tongue,False,False
5754,"In the United States, beverages containing less than 0.5% alcohol by volume (ABV) were legally called non-alcoholic, according to the now-defunct Volstead Act. Because of its very low alcohol content, non-alcoholic beer may be legally sold to minors in many American states.",is there an age limit to buy non alcoholic beer,False,False
5758,"The Gulf of Tonkin Resolution, passed in 1964, authorized U.S. President Lyndon B. Johnson to use military force in Southeast Asia. The Resolution was repealed in 1971, however, and President Richard M. Nixon cited his power as commander-in-chief of U.S. forces under Article Two of the United States Constitution as legal authority for operations in Vietnam. No formal declaration of war was ever made, a violation of the US Constitution according to many.",was there congressional approval for the vietnam war,False,False
5769,"Huntington's disease (HD), also known as Huntington's chorea, is an inherited disorder that results in death of brain cells. The earliest symptoms are often subtle problems with mood or mental abilities. A general lack of coordination and an unsteady gait often follow. As the disease advances, uncoordinated, jerky body movements become more apparent. Physical abilities gradually worsen until coordinated movement becomes difficult and the person is unable to talk. Mental abilities generally decline into dementia. The specific symptoms vary somewhat between people. Symptoms usually begin between 30 and 50 years of age, but can start at any age. The disease may develop earlier in life in each successive generation. About eight percent of cases start before the age of 20 years and typically present with symptoms more similar to Parkinson's disease. People with HD often underestimate the degree of their problems.",is there a difference between huntington's disease and huntington's chorea,False,False
